clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FS,G,PE,RB,SG,A,FF,I,CV,PP,DD,GS,FT,DP,GC,ano
290,Goiás,6,Nulo,3,zag,Iago Mendonça,105278,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Bento,105208,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafael Barbosa,105396,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Diguinho,105282,35,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Alexander,105553,35,0,6,2,9.79,0,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Riquelme,105566,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Felipe Mosquete,105397,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Vagner Love,38959,35,0,2.16,25,5.11,0,5.11,4,30,5,35,5,33,13,NA,NA,11,9,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Lucas Piton,105584,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Vagner Mancini,39850,35,2.8,3.29,10,7.05,0.1,6.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Renato,39572,35,5.2,2.32,14,5.57,0.52,5.050000000000001,2,8,5,31,NA,13,11,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Lucas Bergantin,105589,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Bruno,42499,35,0,2.35,8,4.24,0,4.24,1,7,NA,5,NA,15,7,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Adilson Batista,41258,35,2.34,3.41,13,10.38,-0.17,10.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Roni,105585,35,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Daniel Alves,38939,35,9.6,5.58,17,16.6,1.61,14.990000000000002,4,37,4,35,2,61,31,6,3,11,4,NA,NA,NA,NA,1,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,35,3.12,3.05,29,8.41,0.16,8.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Leandro Castan,38505,35,5.9,3.22,19,9.9,1.45,8.450000000000001,9,17,3,17,2,24,23,6,1,4,2,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Carlinhos,38451,35,0,4.11,26,7.16,0,7.16,2,22,6,24,2,59,41,8,NA,11,2,NA,NA,NA,NA,NA,NA,1,2019
314,Avaí,7,Provável,3,zag,Marquinhos Silva,38515,35,1.2,2.15,16,5.73,-0.58,6.3100000000000005,2,16,NA,9,NA,26,20,2,NA,9,1,NA,NA,NA,NA,1,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,35,1.45,4.45,35,12.38,-0.35,12.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Willian,42116,35,-2.2,2.28,19,6.88,-0.42,7.3,2,14,7,17,4,26,5,NA,1,6,4,1,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,35,0,1.76,12,4.32,0,4.32,1,16,6,15,NA,37,14,NA,1,8,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,35,-2,5.12,29,7.97,-1.71,9.68,NA,NA,NA,4,NA,16,2,13,NA,NA,NA,NA,NA,37,21,NA,2,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Edílson,38523,35,0,2.69,12,6.12,0,6.12,2,16,NA,10,NA,26,18,4,NA,5,NA,2,NA,NA,NA,2,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,35,1.6,4,23,9.17,0.48,8.69,2,30,8,22,NA,66,40,8,1,7,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Felipe Melo,38545,35,0,2.74,18,7.04,0,7.04,7,32,4,26,3,41,26,NA,1,14,1,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,35,10.5,3.12,29,7.49,0.42,7.07,3,26,7,19,5,38,14,NA,5,17,1,1,NA,NA,NA,3,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Amaral,42232,35,-0.3,0.67,12,2.55,0.24,2.3099999999999996,2,13,NA,2,NA,7,11,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Nilton,38573,35,1,0.35,10,2.63,-0.08,2.71,3,11,NA,7,NA,12,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,35,8,3.21,27,8.92,1.59,7.33,6,1,NA,6,NA,13,NA,12,NA,NA,NA,NA,NA,27,24,NA,1,NA,2019
276,São Paulo,6,Nulo,4,mei,Hernanes,38648,35,0,3.34,25,12.79,0,12.79,4,23,13,24,2,26,24,NA,4,15,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,35,13.7,3.18,25,7.83,1.36,6.47,6,37,1,24,1,56,22,11,3,5,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Filipe Luís,38750,35,0,5.88,13,13.55,0,13.55,NA,21,1,10,NA,31,40,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,35,0,2.63,20,12.31,0,12.31,NA,15,9,17,2,11,6,NA,2,14,2,NA,1,NA,NA,1,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Diego,38909,35,1.2,1.23,13,4.74,0.01,4.73,5,12,7,21,NA,32,9,NA,NA,9,NA,NA,1,NA,NA,2,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,35,-0.5,2.35,23,5.89,-0.23,6.12,1,20,5,32,3,72,15,NA,2,19,2,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Maurício Ramos,42477,35,-3.8,1.84,14,3.6,-1.68,5.28,2,18,2,9,NA,15,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,4,mei,Douglas,38738,35,0,0.27,12,5.08,0,5.08,1,3,1,8,NA,34,2,NA,1,6,2,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,35,12.4,5.24,25,14.3,1.96,12.34,6,25,5,39,1,81,48,11,3,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rhodolfo,42501,35,1.8,2.59,7,4.16,-0.61,4.7700000000000005,NA,6,1,NA,NA,4,3,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Ernando,49651,35,0,4.64,8,10.78,0,10.78,NA,2,NA,4,1,3,4,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Breno,50408,35,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,David Braz,50317,35,0,5.33,17,9.31,0,9.31,NA,13,4,2,2,18,24,5,2,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,3,zag,Marcelo Oliveira,50328,35,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Marquinho,50407,35,0,0.87,7,3.99,0,3.99,NA,10,2,3,NA,7,6,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hudson,50324,35,0,2.06,16,8.73,0,8.73,3,26,4,10,1,18,23,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,1,gol,Júlio César,49673,35,0,4.34,8,6.29,0,6.29,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,17,13,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Léo,50459,35,0,1.71,15,5.87,-0.24,6.11,1,18,1,6,NA,17,15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Alexandre Pato,49675,35,0,3.81,20,8.27,0,8.27,2,19,13,29,5,37,14,NA,NA,20,13,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Pedro Ken,50877,35,1.5,1.23,15,2.99,-0.07,3.06,3,17,1,16,NA,7,17,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Rafael Pereira,51194,35,0,0.88,16,4.09,0,4.09,4,5,1,6,1,21,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,35,0,-0.17,7,2.7,0,2.7,2,4,NA,3,NA,7,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Eduardo,50645,35,3.7,2.94,22,8.47,-0.27,8.74,3,23,2,23,NA,57,27,7,1,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Everton Ribeiro,51772,35,7.5,3.46,29,12.62,1.1,11.52,3,27,11,45,1,84,36,NA,7,16,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Ramires,50293,35,0,1.38,4,6.11,0,6.11,NA,2,1,2,NA,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Wilson,50284,35,0,1.97,3,4.21,0,4.21,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Apodi,51042,35,3.9,2.83,31,6.19,0.58,5.61,5,50,13,45,4,52,12,8,1,14,12,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Walter,51413,35,0,7.22,6,8.36,0,8.36,NA,NA,NA,1,NA,4,NA,2,NA,NA,NA,NA,NA,13,6,NA,1,NA,2019
276,São Paulo,5,Contundido,4,mei,Everton,50301,35,0,1.68,16,7.34,0,7.34,3,32,3,22,1,31,18,NA,2,3,7,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Roger Carvalho,51415,35,0,0.98,12,4.09,0,4.09,NA,5,NA,3,NA,24,5,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Elicarlos,50313,35,0,0.82,17,4.58,0,4.58,5,23,3,19,NA,25,15,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ralf,52190,35,0,4.54,21,10.17,0,10.17,1,23,2,31,1,24,57,NA,NA,2,NA,NA,NA,NA,NA,1,NA,NA,2019
356,Fortaleza,6,Nulo,3,zag,Adalberto,51549,35,0,-2.8,1,1.72,0,1.72,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Réver,52253,35,3.3,4.55,26,12.07,0.57,11.5,3,11,5,20,1,39,41,6,2,13,1,NA,NA,NA,NA,2,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Tiago Alves,51495,35,0,2.02,21,5.5,-0.1,5.6,1,15,2,4,1,28,13,4,1,2,2,NA,NA,NA,NA,1,NA,NA,2019
263,Botafogo,5,Contundido,2,lat,Gilson,52674,35,0,1.68,18,5.35,0,5.35,3,20,NA,16,NA,37,19,5,1,1,NA,2,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,3,zag,Dedé,60819,35,0,5.08,20,14.63,0,14.63,2,14,4,21,3,45,28,8,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Derley,60791,35,0,-0.2,4,3.01,0,3.01,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno César,52558,35,1.5,1.11,12,5.81,0.15,5.659999999999999,2,6,NA,12,2,11,3,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Elias,54395,35,0,1.45,24,8.31,0,8.31,3,29,5,17,1,63,28,NA,1,8,NA,1,NA,NA,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Victor,52950,35,0,3.32,9,6.56,0,6.56,1,NA,NA,NA,NA,7,NA,1,NA,NA,NA,NA,NA,17,11,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Uendel,60852,35,3.4,3.02,18,4.11,-0.17,4.28,1,22,2,5,NA,43,26,5,2,5,5,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Anderson Martins,52618,35,0,2.05,10,3.52,0,3.52,5,12,NA,1,NA,12,13,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Patric,60969,35,7.1,2.36,21,5.12,0.8,4.32,3,30,6,8,1,55,24,5,1,10,2,NA,NA,NA,NA,NA,NA,1,2019
265,Bahia,7,Provável,5,ata,Gilberto,61188,35,5.3,6.01,29,16.57,-0.86,17.43,1,30,16,19,12,37,23,NA,3,29,8,NA,NA,NA,NA,3,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Marcos Rocha,63013,35,0,6.37,22,16.18,0,16.18,3,34,1,29,1,72,75,8,1,5,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Lucca,61149,35,3.5,1.97,16,5.45,0.66,4.79,1,15,10,26,NA,21,10,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Gabriel Pec,106199,35,0,1.3,4,1.38,0,1.38,NA,1,NA,5,NA,7,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,3,zag,Douglas,63128,35,3.2,1.29,24,3.2,0.21,2.99,8,25,2,9,NA,18,16,5,1,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,5,Contundido,4,mei,Rodriguinho,61033,35,0,2.48,5,5.52,0,5.52,2,3,1,7,1,9,4,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,Fabrício,61228,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Airton,61985,35,0,-0.11,10,2.06,-0.31,2.37,2,10,NA,12,NA,7,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,3,Suspenso,1,gol,Rodolfo,63082,35,0,-0.67,6,2.22,0,2.22,NA,NA,NA,1,NA,5,NA,NA,NA,NA,NA,NA,NA,7,12,NA,NA,NA,2019
290,Goiás,2,Dúvida,2,lat,Alan Ruschel,63110,35,0,1.61,14,4.44,0.07,4.37,7,23,3,23,1,10,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Miguel,105612,35,0,0.35,2,2.21,0,2.21,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Paulão,63172,35,-0.3,4.02,10,5.98,-1.95,7.930000000000001,1,6,1,4,2,16,10,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,5,ata,Talles Magno,105786,35,0,2.11,14,2.55,0,2.55,4,22,6,29,2,24,6,NA,NA,12,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Geovane,105635,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Didira,63178,35,0,1.29,14,4.69,0,4.69,3,15,2,15,NA,21,17,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Luan,63219,35,-2.4,3.53,25,7.38,-1.66,9.04,5,51,6,51,3,73,49,NA,1,22,6,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Edenílson,63289,35,0.3,2.66,27,8.15,-0.6,8.75,7,28,8,20,5,59,30,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luan,105807,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,35,0,0.17,3,0.78,0,0.78,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Mauricio,105647,35,0,1.76,7,1.47,0,1.47,NA,3,1,4,1,10,3,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Gabriel Fornari,105636,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,35,0,-0.5,1,0.78,0,0.78,1,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,2,Dúvida,2,lat,Carlinhos,63194,35,0,2.83,25,6.16,0,6.16,6,50,4,18,1,47,47,4,2,7,2,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,5,ata,André,68690,35,0,2.22,17,7.95,0,7.95,3,20,6,19,2,18,10,NA,2,6,5,NA,1,NA,NA,1,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Erik,105838,35,0,2.55,2,2.05,0,2.05,NA,NA,NA,3,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Jucilei,63422,35,0,1.77,4,6.18,0,6.18,NA,4,NA,5,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,35,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Rodrigo Moledo,63354,35,3.6,3.86,15,6.67,0.72,5.95,2,9,4,8,1,14,20,4,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Bergson,68696,35,0,2.84,21,5.28,0,5.28,3,22,17,30,3,20,11,NA,1,15,12,NA,1,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Bruno Silva,68698,35,-0.1,2.26,13,6.66,-1.18,7.84,4,24,4,15,NA,25,28,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Pablo Marí,105897,35,0,4.49,20,8.01,0,8.01,4,24,1,6,2,27,26,9,1,4,1,NA,NA,NA,NA,2,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Dodô,68727,35,0,3.74,17,7,0,7,2,24,5,6,NA,37,25,8,NA,2,1,NA,NA,NA,NA,1,NA,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Alisson Taddei,105907,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,35,0,-0.2,2,0.77,0,0.77,NA,3,NA,1,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,35,0,3.5,1,1.53,0,1.53,NA,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Edson,105901,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan,105910,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Ramos,106000,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Welinton,105913,35,0,1.5,1,1.29,0,1.29,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rômulo,105911,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,João Pedro ,106017,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Johnny ,106002,35,0,0,1,0.77,0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Cadu Silva,105914,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Vanderley,106077,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Daniel Oliveira,106076,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Breno,106083,35,0,0.04,10,1.05,0,1.05,1,13,2,3,NA,2,6,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Alexandre Melo,106159,35,0,1.5,1,1.07,0,1.07,NA,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Lucão,106160,35,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Kaio Magno,106200,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Bruno Gomes,106202,35,0,0.86,7,0.98,0,0.98,3,11,NA,8,1,7,4,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Ronaldo Alves,68950,35,0,1.68,6,4.15,0,4.15,1,9,NA,5,NA,4,7,1,NA,6,NA,NA,NA,NA,NA,NA,NA,1,2019
263,Botafogo,6,Nulo,4,mei,Caio Alexandre,106323,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Kawan,106219,35,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
