clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FF,FS,FT,I,PE,RB,SG,CV,FD,A,G,DD,GS,PP,DP,GC,ano
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,38,0,5.09,27,9.23,0,9.23,1,1,NA,6,NA,NA,22,1,12,NA,NA,NA,NA,36,20,NA,2,NA,2019
356,Fortaleza,6,Nulo,4,mei,Juninho,71937,38,0,3.13,32,7.58,0,7.58,5,57,24,29,NA,NA,76,43,NA,NA,12,6,3,NA,NA,NA,NA,1,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,38,0,2.03,22,4.46,0,4.46,5,36,10,3,NA,1,35,48,NA,NA,6,1,NA,NA,NA,NA,NA,2,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,38,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Tiago Volpi,72018,38,0,4.57,36,11.2,0,11.2,1,NA,NA,10,NA,NA,30,NA,14,NA,NA,NA,NA,53,29,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Vladimir,69040,38,0,3.87,34,7.53,0,7.53,3,NA,NA,3,NA,NA,6,NA,8,NA,NA,NA,NA,68,53,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Bruno Cortez,72079,38,0,3.79,21,6.69,0,6.69,4,23,1,23,NA,4,45,32,7,NA,1,2,1,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Manoel,69014,38,0,3.56,29,10.43,0,10.43,2,30,9,13,NA,1,42,31,14,NA,2,NA,1,NA,NA,NA,NA,1,2019
293,Athlético-PR,6,Nulo,5,ata,Marcelo Cirino,69022,38,0,4.02,29,7.8,0,7.8,1,22,19,28,1,7,40,17,NA,NA,8,2,9,NA,NA,1,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,38,0,3.57,25,6.7,0,6.7,1,39,11,36,NA,NA,36,45,NA,NA,5,1,2,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,3,zag,Vitor Hugo,72605,38,0,2.72,19,7.3,0,7.3,1,14,6,7,NA,4,12,18,5,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,1,gol,Muriel,69041,38,0,5.13,20,6.82,0,6.82,1,1,NA,6,NA,NA,6,NA,7,NA,NA,NA,NA,37,21,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Juanfran,72620,38,0,2.91,16,10.19,0,10.19,2,24,NA,4,NA,NA,26,19,6,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Danilo Avelar,72142,38,0,4.41,24,8.96,0,8.96,6,33,5,27,NA,1,39,34,12,NA,8,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,38,0.7,2.94,36,8.38,-0.73,9.110000000000001,5,39,14,58,NA,NA,114,54,NA,NA,12,2,3,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,38,0,0.68,4,3.66,0,3.66,NA,5,1,7,NA,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Luiz Adriano,72772,38,0,2.55,12,5.51,0,5.51,NA,17,5,15,NA,4,11,1,NA,NA,2,1,3,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,38,10.9,2.73,34,10.46,1.4,9.06,6,20,22,59,1,2,73,30,NA,NA,7,2,4,NA,NA,2,NA,NA,2019
265,Bahia,5,Contundido,2,lat,Giovanni,72097,38,0,3.59,10,6.01,0,6.01,1,7,1,3,NA,NA,18,13,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,38,9.7,3.78,29,15.24,0.8,14.44,5,36,17,58,2,17,36,18,NA,NA,16,2,7,NA,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Pablo,69138,38,0,2.57,13,12.01,0,12.01,3,27,14,12,1,11,13,4,NA,NA,6,1,3,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,38,0,4,3,6.89,0,6.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,38,0,2.2,1,5.84,0,5.84,NA,1,NA,3,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Boselli,69161,38,-0.3,3.22,21,4.23,-0.53,4.760000000000001,3,10,7,15,1,2,23,2,NA,NA,8,2,6,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,38,4.4,3.7,32,9.13,0.64,8.49,1,1,NA,9,NA,NA,47,NA,14,NA,NA,NA,NA,36,27,NA,1,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,38,0,0.2,2,5.34,0,5.34,NA,2,1,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,38,8.1,2.43,18,6.07,1.23,4.84,6,38,9,26,NA,1,29,25,5,2,1,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,38,12.7,5.03,25,11.91,1.01,10.9,3,16,5,16,NA,2,61,40,14,NA,6,2,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,38,0,1.9,14,4.41,0,4.41,3,23,4,11,NA,NA,18,15,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,38,4,3.23,32,8.88,-1.4,10.280000000000001,4,1,NA,1,NA,NA,41,NA,6,NA,NA,NA,NA,55,39,NA,1,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,38,2.77,3.4,32,7.46,-0.23,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,38,0,2.04,12,3.15,0,3.15,1,7,NA,4,NA,NA,29,17,1,NA,1,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,38,4.5,3.44,26,9.78,0.33,9.45,7,32,4,17,NA,NA,27,41,6,NA,3,1,2,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,38,1.4,4.55,27,9.78,0.11,9.67,5,39,12,29,2,1,44,56,NA,NA,8,2,4,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Argel Fucks,73317,38,0.91,2.71,29,6.53,-0.07,6.6000000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Nikão,69705,38,0,4.52,22,15.84,0,15.84,3,23,25,20,1,5,33,14,NA,NA,21,2,5,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,38,2.2,3.26,33,11.8,0.24,11.56,10,44,16,62,1,3,74,47,8,1,5,3,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,38,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,38,0,0.47,4,2.8,0,2.8,NA,5,1,3,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Marllon,70666,38,-0.5,2.52,4,4.19,-0.49,4.680000000000001,1,5,2,10,NA,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,2,Dúvida,4,mei,Fellipe Bastos,70116,38,2.5,2.72,14,4.51,-0.04,4.55,5,13,16,10,NA,NA,15,19,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Edinho,80193,38,0,2.43,29,7.26,-0.87,8.129999999999999,1,14,18,47,NA,2,32,8,NA,NA,9,1,3,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,38,8.7,5.41,37,18.2,1.09,17.11,2,22,22,30,2,12,56,30,NA,NA,23,3,14,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,38,9.7,4.69,38,14.06,1.58,12.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,38,-2,0.6,7,2.89,-0.85,3.74,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,8,9,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,38,5.4,4.53,28,13.62,1.02,12.6,3,41,5,24,NA,1,41,61,10,NA,3,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,38,-0.5,0.21,15,3.01,-0.48,3.4899999999999998,2,14,1,8,NA,4,14,8,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,38,4.4,3.92,29,11.58,0.89,10.69,2,50,21,25,1,NA,64,36,NA,NA,8,2,7,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Léo Cittadini,70986,38,0,5.09,21,7.46,0,7.46,2,18,10,26,NA,NA,19,33,NA,NA,15,1,4,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,38,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,38,0,1.43,12,4.96,0,4.96,2,10,3,11,NA,1,21,6,3,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,38,0,2.02,13,7.6,0,7.6,NA,12,5,15,NA,3,10,5,NA,NA,8,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,38,0.7,1.78,24,4.22,-0.24,4.46,2,16,9,9,1,NA,45,18,NA,NA,7,2,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Leo,71043,38,8.5,3.06,7,3.87,0.24,3.63,1,NA,NA,2,NA,NA,2,NA,2,NA,NA,NA,NA,9,7,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,38,0,2.3,13,4.2,0,4.2,NA,27,4,15,NA,3,20,13,NA,NA,9,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,38,1.3,3.36,31,6.74,0.04,6.7,3,12,8,70,NA,4,57,28,NA,NA,15,2,3,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,38,5.5,3.41,27,13.02,0.98,12.04,4,1,NA,5,NA,NA,8,NA,9,NA,NA,NA,NA,32,24,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,38,0,0.45,6,2.18,0,2.18,1,6,3,4,NA,NA,7,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,38,-0.1,1.96,17,4.61,-0.17,4.78,2,22,14,36,NA,NA,12,5,NA,NA,6,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,38,8.2,5.1,24,13.32,1.24,12.08,3,40,30,45,1,10,40,9,NA,1,22,1,10,NA,NA,1,NA,NA,2019
276,São Paulo,3,Suspenso,3,zag,Bruno Alves,73620,38,0,3.65,33,7.7,0,7.7,6,48,11,27,NA,1,39,41,13,NA,6,1,1,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Guerra,74213,38,0,0.83,17,2.69,0,2.69,6,18,5,8,NA,1,20,8,NA,NA,3,2,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,38,0,0.34,16,0.79,0,0.79,5,21,5,24,NA,9,20,10,NA,1,2,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,38,0,2.15,2,4.01,0,4.01,1,2,2,NA,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,38,0,4.63,10,7.22,0,7.22,1,11,8,2,NA,NA,19,11,NA,NA,3,NA,4,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,38,-1.4,3.52,34,12.24,-0.33,12.57,2,50,14,21,3,1,65,59,NA,NA,7,6,2,NA,NA,NA,NA,1,2019
262,Flamengo,6,Nulo,1,gol,César,78086,38,0,2.25,6,4.89,0,4.89,1,NA,NA,1,NA,NA,NA,NA,1,1,NA,NA,NA,9,6,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Madson,78077,38,0,5.01,26,7.52,0,7.52,2,22,4,33,NA,1,45,29,9,NA,5,1,5,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,38,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Everaldo,78117,38,0,4.78,32,15.97,0,15.97,8,69,49,50,1,2,75,15,NA,NA,27,1,13,NA,NA,1,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Marcos Vinícius,73721,38,8.8,1.82,6,4.81,1.48,3.3299999999999996,NA,3,1,3,NA,NA,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,3,zag,Lucas Fonseca,80189,38,0,2.5,35,6.03,0,6.03,2,10,5,11,NA,NA,61,18,14,NA,3,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,38,0,-0.29,10,3.59,0,3.59,3,5,6,NA,NA,2,9,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,38,0,1.6,6,2.43,0,2.43,NA,7,2,11,NA,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,38,0,-0.5,1,2.23,0,2.23,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,38,6.7,2.65,32,7.29,1.44,5.85,10,38,8,20,NA,1,59,21,15,2,4,NA,3,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,38,1.2,1.71,27,7.17,-0.31,7.4799999999999995,3,22,12,32,1,1,49,16,NA,NA,11,1,1,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,38,-1.3,3.19,34,6.79,-0.51,7.3,1,35,28,9,NA,1,92,47,NA,NA,17,6,1,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,5,ata,Vitinho,78435,38,0.8,3.89,24,8.66,-0.78,9.44,3,30,24,19,NA,3,36,19,NA,NA,12,3,5,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,38,0,4.66,23,8.96,0,8.96,2,24,2,8,NA,NA,66,46,11,NA,3,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,38,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Jadson,80129,38,0.6,1.53,14,3.4,-0.38,3.78,2,12,4,18,NA,NA,15,15,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,38,0.5,1.92,16,5.56,0.24,5.319999999999999,4,26,2,11,NA,NA,30,35,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,38,-1,5.03,37,13.07,-0.19,13.26,1,NA,NA,10,NA,NA,9,1,14,NA,NA,NA,NA,63,41,NA,1,NA,2019
354,Ceará,7,Provável,3,zag,Eduardo Brock,78654,38,-2.9,1.5,9,2.84,-0.51,3.3499999999999996,4,10,3,2,NA,NA,18,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,38,0.7,2.45,27,4.96,-0.55,5.51,1,32,11,34,1,1,59,40,NA,NA,8,NA,1,NA,NA,1,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,João Ricardo,81881,38,1.5,4.16,13,5.73,-0.54,6.2700000000000005,NA,NA,NA,1,NA,NA,5,NA,3,NA,NA,NA,NA,22,13,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,38,0,2.07,24,3.77,0,3.77,5,40,7,15,NA,2,30,37,NA,NA,5,3,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,38,0,0.8,4,4.63,0,4.63,NA,3,1,1,NA,1,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,38,0,0.8,18,8.33,0,8.33,1,33,9,14,NA,NA,23,13,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,38,0,1.2,1,4.73,0,4.73,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Vinícius Tanque,88651,38,1,0.01,10,1.22,-0.01,1.23,NA,9,2,7,NA,1,4,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Reinaldo,78850,38,0,5.67,34,14.37,0,14.37,7,48,26,38,2,1,71,59,13,NA,10,1,5,NA,NA,1,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Igor Julião,81951,38,1.8,2.34,15,3.78,0.2,3.5799999999999996,2,16,1,17,NA,NA,17,17,3,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Chico,82407,38,0,1.76,11,3.5,0,3.5,1,22,2,20,NA,NA,10,11,NA,NA,2,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,38,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,38,0,0.38,5,5.15,0,5.15,1,4,NA,4,NA,NA,12,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,38,0,1,2,1.76,0,1.76,NA,1,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,38,0,1.99,15,4.85,0,4.85,5,40,2,15,NA,1,15,31,NA,NA,1,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,38,0,2.78,11,2.99,0,2.99,2,14,6,6,1,NA,14,14,NA,NA,5,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,38,0,3.02,8,5.58,0,5.58,1,3,NA,5,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,38,2,6.49,36,15.68,1.3,14.379999999999999,NA,NA,NA,8,NA,NA,18,NA,10,NA,NA,NA,NA,95,57,NA,2,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,38,2.26,3.89,38,11.45,0.02,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Zé Rafael,82455,38,7.1,4.25,23,10.35,-0.64,10.99,6,52,13,56,1,3,29,31,NA,NA,12,4,3,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,38,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,38,7.4,3.41,23,3.94,0.38,3.56,NA,8,5,7,NA,NA,68,19,5,NA,NA,2,4,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,38,15.6,5.95,31,16.5,3.24,13.26,8,38,5,40,2,NA,50,93,10,NA,6,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,3,zag,Alan Costa,82613,38,0.5,2.18,26,4.64,0.01,4.63,6,24,8,6,NA,3,34,29,6,NA,1,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,38,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Matheus Galdezani,82634,38,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,38,2.9,1.87,24,6.16,0.15,6.01,1,27,10,25,1,3,9,6,NA,1,11,NA,3,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,38,0,0.57,14,1.58,0,1.58,2,15,6,25,NA,3,11,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,3,zag,Antônio Carlos ,79702,38,6.3,2.68,8,6.25,0.12,6.13,2,7,1,3,NA,NA,8,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Igor Fernandes,82635,38,0,2.77,28,4.79,0,4.79,5,31,7,24,NA,3,54,39,8,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,38,0,1.4,1,7.12,0,7.12,1,2,NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,38,0,0.38,5,2.86,0,2.86,1,NA,1,4,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,38,12.5,4.08,12,5.49,1.06,4.43,3,13,4,10,NA,NA,18,15,3,NA,1,4,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Vinícius Araújo,82767,38,1.2,1.55,15,2.12,-0.1,2.22,1,17,5,20,NA,6,23,4,NA,NA,13,NA,1,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,38,0,0.61,14,3.77,0,3.77,4,27,7,22,1,7,17,3,NA,1,3,NA,2,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,38,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,38,0,12.5,1,5.43,0,5.43,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,38,0,5.3,20,11.16,0,11.16,NA,11,14,35,1,3,56,16,NA,NA,10,6,4,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Joel,82787,38,0,1.32,4,1.94,0,1.94,NA,3,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Clayson,83817,38,0,2.71,30,10.06,0,10.06,6,31,11,48,1,4,53,19,NA,NA,11,5,3,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Neilton,83772,38,-1.2,1.88,16,5.24,-0.36,5.6000000000000005,2,16,14,25,NA,2,34,12,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,2,lat,Cristovam,82930,38,-0.4,1.47,8,2.34,-0.24,2.58,5,15,1,21,NA,NA,20,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,38,0,1.37,9,5.13,0,5.13,1,6,5,9,NA,2,6,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Diego Tavares,83869,38,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,38,-0.8,9.61,28,19.57,-2.37,21.94,10,21,34,30,NA,17,55,8,NA,1,38,6,25,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,38,0,-0.2,6,2.28,0,2.28,1,2,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Otero,83004,38,10.9,4.35,19,9.81,1.02,8.790000000000001,6,34,31,49,1,4,33,12,NA,NA,27,1,2,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,38,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Guilherme Parede,83438,38,0,2.51,25,5.8,0,5.8,2,22,16,40,NA,16,29,9,NA,NA,8,3,3,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Léo Pereira,83528,38,0,2.3,28,8.09,0,8.09,7,40,8,15,NA,2,70,24,10,NA,4,NA,2,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,38,0,-2.8,1,0.78,0,0.78,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Patrick,83433,38,0,4.31,24,8.82,0,8.82,5,35,14,36,NA,NA,47,60,NA,NA,4,1,2,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Bruno Melo,84339,38,0.2,4.12,14,3.92,-0.75,4.67,1,13,4,14,NA,1,17,7,4,1,1,3,3,NA,NA,1,NA,NA,2019
