clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,A,CA,FD,FF,FS,FT,G,I,PE,RB,CV,PP,DD,DP,GS,SG,GC,ano
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego Cavalieri,38431,28,0,6.31,7,6.35,0,6.35,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,21,NA,9,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,28,0,2.16,7,6.13,0,6.13,7,NA,2,NA,NA,2,NA,NA,NA,8,6,NA,NA,NA,NA,NA,3,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,28,0,1.45,11,3.86,0,3.86,10,1,NA,3,5,10,NA,NA,NA,14,5,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,2,lat,Carlinhos,38451,28,-1.8,4.56,24,7.45,-0.24,7.69,18,NA,2,6,10,21,NA,2,2,56,39,NA,NA,NA,NA,NA,8,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,28,-1.3,1.83,17,5.59,-0.88,6.47,15,NA,1,7,8,15,1,2,3,7,2,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,28,2.3,1.6,13,3.78,0.3,3.48,12,NA,2,1,4,18,NA,NA,NA,12,14,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alex Santana,85465,28,2.6,4.68,16,9.86,-0.22,10.08,11,NA,2,6,15,23,1,5,NA,19,11,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Leandro Castan,38505,28,1.2,3.73,15,9.51,-0.67,10.18,15,1,7,2,4,13,NA,2,2,22,18,NA,NA,NA,NA,NA,5,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,28,-0.5,3.05,28,6.43,-0.3,6.7299999999999995,7,1,2,2,3,10,NA,NA,NA,43,14,NA,NA,NA,NA,NA,14,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,28,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,1,gol,Diego Alves,38509,28,14,5.55,24,10.27,0.18,10.09,NA,NA,NA,NA,NA,3,NA,NA,NA,12,2,NA,NA,33,2,18,11,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,28,0,2.3,2,4.47,0,4.47,2,NA,1,NA,NA,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,28,3,2.38,26,9.1,-0.26,9.36,16,1,5,4,17,44,1,3,1,62,23,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,28,0,0.63,13,3.12,0,3.12,26,NA,4,3,7,19,1,2,7,15,3,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,28,-1,3.3,6,4.6,-0.54,5.14,8,1,NA,3,5,5,1,NA,NA,6,5,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Edinho,80193,28,0,2.4,21,8.17,0,8.17,12,NA,1,7,16,35,NA,2,2,25,8,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Mosquera,86116,28,0,0.89,11,2.43,0,2.43,8,NA,2,NA,3,14,NA,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,28,12,4.06,16,8.17,1.79,6.38,18,4,6,11,10,17,1,3,3,31,16,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,28,0,1.6,5,5.77,0,5.77,5,1,1,3,1,6,NA,NA,1,3,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,28,0,1.47,6,4.46,0,4.46,8,NA,2,NA,1,4,NA,NA,NA,15,9,NA,NA,NA,NA,NA,2,1,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,28,0,-2.5,1,1.68,0,1.68,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,3,Suspenso,2,lat,Victor Luis,86410,28,0,-3.3,2,4.17,0,4.17,5,NA,1,NA,1,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Gilberto ,80313,28,-1.7,2.91,20,6.13,-0.47,6.6,26,2,1,5,9,17,NA,NA,1,59,23,NA,NA,NA,NA,NA,5,NA,2019
314,Avaí,7,Provável,4,mei,Luanderson ,86380,28,8.2,4.73,4,3.66,0.69,2.97,4,NA,NA,NA,1,9,NA,NA,NA,3,11,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,28,0,0.85,6,3.23,0,3.23,13,NA,3,NA,NA,2,NA,NA,1,8,3,NA,NA,NA,NA,NA,3,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Ariel Cabral,80363,28,0,1.14,12,3.14,0,3.14,11,NA,2,1,4,7,NA,NA,NA,19,14,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,28,0,0.73,3,2.03,0,2.03,2,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,2,Dúvida,4,mei,Tchê Tchê,86686,28,2.2,1.96,26,5.15,-0.39,5.54,33,NA,5,9,13,32,NA,1,1,55,33,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Everton Felipe,86519,28,0,0.75,8,2.17,0,2.17,3,NA,1,1,3,10,NA,NA,NA,12,3,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Arthur Caíke,80337,28,0,2.61,21,9.3,0,9.3,14,1,NA,7,16,10,1,4,3,23,6,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vitinho,101960,28,0,2.93,10,2.74,0,2.74,15,2,NA,6,7,5,NA,1,NA,8,4,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,28,2.6,2.46,26,6.63,0.05,6.58,42,NA,6,4,3,25,1,1,3,34,52,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Igor Vinícius,95466,28,9.2,4.02,16,8.77,0.07,8.7,27,2,3,3,3,9,NA,NA,NA,28,31,2,NA,NA,NA,NA,7,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,28,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,28,0,0.91,8,2.11,0,2.11,4,NA,1,4,4,7,NA,NA,1,9,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Braian Romero,101997,28,3.2,3.27,12,4.89,0.41,4.4799999999999995,18,1,1,3,6,14,1,2,2,15,11,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,28,0,2.48,6,4.18,0,4.18,5,NA,1,3,4,3,1,1,1,3,1,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,28,0.6,2.24,24,9.12,-0.36,9.479999999999999,11,NA,1,6,5,8,NA,1,4,52,27,NA,NA,NA,NA,NA,4,1,2019
284,Grêmio,5,Contundido,3,zag,Pedro Geromel,80853,28,2.3,5.9,14,12.65,-0.66,13.31,10,NA,4,1,4,9,NA,2,NA,18,34,NA,NA,NA,NA,NA,5,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,28,4,1.08,13,4.69,0.4,4.29,14,3,2,2,1,10,NA,NA,NA,17,8,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Felipe Ferreira,86749,28,0,1.02,6,2.55,-0.35,2.9,1,NA,NA,3,3,3,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Luan,80692,28,1,4.09,10,9.14,-0.13,9.270000000000001,11,NA,1,3,3,8,NA,NA,NA,12,18,NA,NA,NA,NA,NA,3,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,28,-0.5,2.34,10,6.25,-0.32,6.57,11,NA,1,5,3,5,NA,2,4,10,6,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,28,7.2,2.03,7,3.46,1.05,2.41,9,NA,1,NA,NA,7,NA,NA,NA,11,7,1,NA,NA,NA,NA,3,NA,2019
314,Avaí,7,Provável,3,zag,Marquinhos Silva,38515,28,-0.8,1.8,13,5.43,-0.46,5.89,15,NA,2,NA,9,7,1,NA,1,24,16,NA,NA,NA,NA,NA,1,NA,2019
284,Grêmio,7,Provável,5,ata,Everton,86757,28,13.5,7.25,21,18.36,1.81,16.55,11,4,3,13,18,17,1,9,1,37,28,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Yuri,88125,28,-0.3,0.54,9,1.81,-0.25,2.06,13,NA,2,2,2,7,NA,NA,NA,4,6,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,28,1.2,2.81,24,6.86,0.3,6.5600000000000005,19,2,10,12,17,34,2,4,13,55,18,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Luan,86759,28,0,5.3,20,11.16,0,11.16,11,6,NA,10,14,35,1,4,3,56,16,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Edílson,38523,28,0,2.59,10,6.35,0,6.35,12,NA,2,NA,4,6,2,NA,NA,23,17,2,NA,NA,NA,NA,3,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Matheus Rossetto,86766,28,0,0.17,6,2.49,0,2.49,11,NA,2,NA,NA,3,NA,NA,NA,15,9,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Nathan,87009,28,1.2,2.76,17,5.36,-0.13,5.49,23,NA,2,4,5,5,NA,4,NA,21,17,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Pedro Henrique,87225,28,0,4.46,13,8.45,0,8.45,2,NA,NA,2,3,13,NA,NA,NA,16,15,NA,NA,NA,NA,NA,6,NA,2019
285,Internacional,7,Provável,2,lat,Zeca,87192,28,1.5,3.79,19,7.27,-0.09,7.359999999999999,13,NA,4,1,2,6,NA,NA,NA,37,38,NA,NA,NA,NA,NA,7,NA,2019
284,Grêmio,3,Suspenso,3,zag,Kannemann,87342,28,4.9,4.31,10,12.3,0.32,11.98,22,NA,6,NA,NA,12,NA,1,NA,13,24,NA,NA,NA,NA,NA,4,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,28,5.1,3.57,26,9.5,-0.19,9.69,12,1,3,2,4,21,NA,1,1,37,35,NA,NA,NA,NA,NA,7,NA,2019
314,Avaí,7,Provável,4,mei,João Paulo,86770,28,9.5,2.72,22,6.85,1.91,4.9399999999999995,35,NA,5,6,10,31,NA,3,NA,56,33,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,28,0,-0.25,2,3.03,0,3.03,4,NA,1,NA,NA,1,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Felipe Melo,38545,28,-1.2,2.27,16,6,-0.85,6.85,31,1,7,4,14,23,NA,2,1,39,23,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Nilton,38573,28,1.2,0.28,9,2.71,-0.17,2.88,10,NA,3,NA,2,7,NA,NA,NA,12,8,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Jordi,86776,28,0,6.1,24,10.48,0,10.48,3,NA,4,NA,NA,3,NA,NA,NA,15,NA,NA,NA,57,2,33,8,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,28,1.1,3.53,22,5.26,-0.71,5.97,26,2,5,2,4,36,2,1,1,32,41,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,28,0,1.58,4,4.35,0,4.35,5,NA,NA,3,6,4,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Vitor Bueno,87552,28,8.4,2.86,18,6.86,1.48,5.380000000000001,9,NA,NA,2,8,18,2,2,NA,26,16,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Sornoza,87877,28,1.2,1.84,17,4.63,0.12,4.51,19,1,4,7,11,16,1,NA,1,17,14,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Thaciano,87470,28,10.2,2.84,21,6.26,1.48,4.779999999999999,21,1,4,9,6,15,NA,2,3,17,27,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Ewandro,86842,28,0,-1.25,2,2.26,0,2.26,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Arrascaeta,87863,28,11.1,11.71,15,18.31,-0.04,18.349999999999998,15,8,1,5,14,31,NA,11,NA,59,28,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Willian Popp,86890,28,0,-1.8,1,1.81,0,1.81,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Douglas,38738,28,0,-0.17,11,4.16,0,4.16,3,NA,1,1,5,7,NA,NA,2,30,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Hernanes,38648,28,1,3.9,21,13.04,-0.53,13.569999999999999,23,4,4,12,14,23,NA,2,1,23,24,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Gustavo Scarpa,87999,28,9.5,3.75,19,6.65,1.17,5.48,13,3,1,15,16,13,NA,3,2,45,12,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,2,lat,Filipe Luís,38750,28,6.2,6.24,11,13.6,-0.15,13.75,20,NA,NA,1,NA,6,NA,NA,NA,27,35,NA,NA,NA,NA,NA,6,NA,2019
276,São Paulo,6,Nulo,5,ata,Raniel,86797,28,0,1.86,10,5.8,0,5.8,12,1,2,6,8,13,1,1,3,12,5,1,NA,NA,NA,NA,NA,1,2019
264,Corinthians,7,Provável,5,ata,Gustavo,86932,28,0,2.13,15,3.82,-0.86,4.68,19,1,1,4,9,13,NA,2,2,4,4,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Gabriel Dias,88368,28,1,1.31,22,3.79,-0.24,4.03,28,NA,5,4,4,29,NA,NA,1,20,28,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,3,zag,Emerson Santos,86972,28,0,2.88,11,4.12,0,4.12,13,NA,3,2,NA,3,NA,1,1,22,13,NA,NA,NA,NA,NA,4,NA,2019
277,Santos,7,Provável,2,lat,Jorge,88065,28,10.1,6.86,23,16.35,1.37,14.98,27,4,3,11,11,35,NA,1,2,41,42,NA,NA,NA,NA,NA,12,NA,2019
290,Goiás,3,Suspenso,2,lat,Daniel Guedes ,88225,28,0,2.31,14,5.6,0,5.6,23,NA,2,1,2,7,NA,NA,2,35,22,NA,NA,NA,NA,NA,4,NA,2019
265,Bahia,7,Provável,4,mei,Flávio,91102,28,4.1,2.49,20,4.06,-0.29,4.35,32,NA,2,1,6,18,NA,NA,1,25,42,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Paulo Ricardo,88224,28,0,-0.3,1,2.22,0,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Marlon,88427,28,3.2,0.39,16,3.31,0.89,2.42,12,NA,2,NA,NA,11,NA,NA,1,8,9,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Caju,89342,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Vinícius Tanque,88651,28,0,-0.72,4,1.21,0,1.21,8,NA,NA,NA,NA,5,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Bruno Sávio,89101,28,0,1.63,4,2.22,0,2.22,2,NA,NA,1,2,1,NA,NA,NA,6,4,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Jean,89150,28,0,0.93,3,3.57,0,3.57,NA,NA,NA,NA,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Diego,38909,28,0,1.53,9,5.52,0,5.52,10,NA,5,6,7,16,2,NA,NA,25,9,NA,1,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,3,zag,Matheus Ferraz,38632,28,0,3.56,7,6.23,0,6.23,7,NA,1,4,3,2,NA,1,1,6,11,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Iago Maidana,89226,28,0,3.35,4,3.9,0,3.9,5,NA,2,NA,2,2,1,1,NA,9,6,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,28,0,1.6,2,2.2,0,2.2,3,NA,NA,NA,NA,4,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,28,2,3.37,17,6.6,-0.4,7,17,2,NA,4,18,30,NA,3,2,63,15,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Leandro Carvalho,88669,28,-0.4,3.31,21,9.83,-1.05,10.88,14,2,4,10,14,28,NA,3,2,42,18,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Ricardo Oliveira,38910,28,0.5,2.86,18,12.48,-0.66,13.14,14,2,NA,9,12,17,1,2,2,11,6,NA,1,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,José Welison,86859,28,0,1.72,10,3.88,0,3.88,10,NA,2,NA,5,5,NA,NA,NA,14,16,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Gerson,89256,28,3.2,4.2,18,9.49,-1.25,10.74,42,1,2,5,6,60,2,2,NA,41,30,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Vagner Love,38959,28,-0.1,2.35,22,5.11,0.22,4.890000000000001,29,NA,4,5,8,33,NA,5,8,33,13,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Daniel Alves,38939,28,0,6.02,10,17.03,0,17.03,27,2,3,3,10,23,1,1,3,38,19,NA,NA,NA,NA,NA,4,NA,2019
314,Avaí,6,Nulo,4,mei,Gustavo Ferrareis,89815,28,0,0.74,9,3.21,0,3.21,8,NA,2,4,11,10,NA,NA,1,20,5,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Dodi,89883,28,0,0.4,3,2.25,0,2.25,NA,NA,1,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,3,zag,Igor Rabello,89493,28,0,2.2,24,8.38,-1.09,9.47,23,NA,1,1,6,15,NA,NA,1,27,31,1,NA,NA,NA,NA,4,NA,2019
282,Atlético-MG,7,Provável,6,tec,Vagner Mancini,39850,28,1.09,3.58,3,6.55,-0.85,7.3999999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Saulo,89492,28,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,2,lat,Leonardo,86973,28,0,2.7,9,5.41,0,5.41,9,NA,2,4,3,1,NA,NA,NA,18,7,NA,NA,NA,NA,NA,4,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Pedro Rocha,90302,28,0,2.95,17,9.73,0,9.73,15,2,2,10,7,25,NA,2,3,46,14,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Bruno Henrique,90285,28,3.9,6.94,25,19.91,-1.93,21.84,41,2,6,22,30,51,3,12,9,39,21,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Yago Rocha,90118,28,0.2,1.81,12,1.72,-0.18,1.9,12,NA,1,NA,1,11,NA,NA,1,20,10,1,NA,NA,NA,NA,4,NA,2019
315,Chapecoense,7,Provável,2,lat,Bruno Pacheco,90061,28,8.2,3.52,25,13.53,1.12,12.41,40,3,3,NA,3,57,NA,NA,NA,59,47,1,NA,NA,NA,NA,4,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato,39572,28,1.5,2,8,4.82,-0.02,4.84,NA,NA,NA,4,3,11,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Léo Sena,90572,28,3.4,4.76,22,8.61,-0.08,8.69,21,1,5,1,7,96,NA,NA,NA,54,58,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,David,90309,28,3.5,1.21,25,4.99,1.02,3.97,38,2,3,13,18,20,1,NA,9,37,12,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,28,7.57,4.55,28,13.14,0.83,12.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,28,2.64,3.14,23,8.27,-0.5,8.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,6,tec,Abel Braga,40006,28,3.27,3.45,13,9.62,-0.06,9.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Yuri Lima,90569,28,0,0.4,15,1.57,0,1.57,25,NA,7,1,2,8,NA,NA,NA,20,21,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Fabrício Bruno,90768,28,3.2,3.03,14,5.3,0.55,4.75,3,NA,2,1,1,10,NA,NA,NA,18,11,NA,NA,NA,NA,NA,6,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Willian,42116,28,0,3.38,13,8.65,0,8.65,9,1,1,7,2,13,1,4,2,20,4,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Luiz Fernando ,90715,28,1.5,1.39,25,4.18,-0.08,4.26,25,NA,3,4,14,34,1,1,4,32,14,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Adilson Batista,41258,28,2.95,3.52,6,10.1,-0.27,10.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,2,lat,Moisés,90444,28,0,5.65,20,13.92,0,13.92,38,2,4,4,10,10,NA,NA,1,35,52,1,NA,NA,NA,NA,10,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Carlos Eduardo,90917,28,-0.1,-0.18,5,2.82,-0.07,2.8899999999999997,5,NA,2,1,1,8,NA,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,28,-0.8,2.18,24,5.1,-2.03,7.129999999999999,22,3,2,4,12,11,2,3,NA,31,11,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Klaus,90846,28,0,1.23,10,3.11,0,3.11,9,NA,1,1,NA,3,NA,NA,NA,21,5,NA,NA,NA,NA,NA,3,NA,2019
315,Chapecoense,6,Nulo,1,gol,Elias,90843,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Egídio,42145,28,-0.3,4.17,19,8.87,-0.43,9.299999999999999,24,1,1,7,7,17,NA,NA,1,59,36,NA,NA,NA,NA,NA,6,NA,2019
276,São Paulo,6,Nulo,1,gol,Jean,90933,28,0,-2,0,3.32,0,3.32,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Fernandinho,91130,28,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Zé Marcos,90943,28,0,-0.1,1,0.77,0,0.77,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,1,gol,Júlio César,49673,28,0,4.34,8,6.29,0,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,17,NA,13,2,NA,2019
315,Chapecoense,6,Nulo,4,mei,Amaral,42232,28,0,1.11,8,2.79,0,2.79,6,NA,NA,NA,2,2,NA,NA,NA,4,7,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Aguilar,95494,28,0,3.42,16,6.33,0,6.33,21,NA,3,NA,2,9,NA,NA,NA,15,23,NA,NA,NA,NA,NA,7,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,28,10.4,3.56,22,9.44,2.47,6.969999999999999,NA,NA,6,NA,NA,5,NA,NA,NA,11,NA,NA,NA,25,NA,17,10,NA,2019
