clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,CA,FC,FF,FS,I,PE,RB,SG,CV,FD,DD,GS,G,DP,PP,FT,GC,ano
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Tomás Andrade,97619,31,0,0.69,10,3.82,0,3.82,1,NA,10,5,4,NA,19,2,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,31,0,-1.2,1,0.73,0,0.73,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,31,0,1.88,11,1.78,0,1.78,NA,2,11,NA,2,NA,8,5,5,2,1,NA,NA,1,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,31,0,1.65,2,0.9,0,0.9,NA,1,NA,NA,NA,NA,3,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Varela,97993,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Dalberto,97995,31,2.3,1.1,5,2.55,0.39,2.1599999999999997,NA,1,5,1,1,NA,3,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Erick,98022,31,0,1.56,8,2.98,0,2.98,NA,1,15,1,3,NA,12,7,NA,NA,4,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,31,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Dawhan,97780,31,0,1.18,25,5.41,0,5.41,NA,6,26,7,10,NA,27,33,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Tiepo,98412,31,0,3.38,24,12.62,0,12.62,NA,2,NA,NA,3,NA,16,NA,5,NA,NA,39,38,NA,4,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Gabriel Lima,98400,31,0,0.75,2,2.43,0,2.43,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Gabriel Batista,98333,31,0,-2,1,2.77,0,2.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Guimarães,98352,31,2.6,3.81,22,12.15,0.27,11.88,2,3,38,15,61,NA,81,34,NA,NA,9,NA,NA,2,NA,NA,1,NA,2019
315,Chapecoense,6,Nulo,4,mei,Ronei,98419,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Natan,98497,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Bessa,98494,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Kanu,98484,31,0,0.33,3,0.89,0,0.89,NA,NA,2,NA,1,NA,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Dyego Coelho,98499,31,5.58,5.58,1,11.52,0.18,11.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Mariano Vázquez,98760,31,0,1.9,6,3.43,0,3.43,NA,1,11,NA,12,NA,5,8,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Caio Henrique,98569,31,4.1,2.26,28,6.35,0.88,5.47,2,1,36,4,22,7,60,46,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Marquinhos,98765,31,10,2.8,6,2.69,1.07,1.6199999999999999,1,NA,6,4,6,NA,7,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Lucas Hernández,98822,31,0,-0.62,4,1.97,0,1.97,NA,2,10,1,6,NA,10,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Jean Pyerre,98832,31,0,5.61,10,10.48,0,10.48,2,NA,10,7,11,NA,23,12,NA,NA,4,NA,NA,3,NA,NA,NA,NA,2019
290,Goiás,7,Provável,5,ata,Michael,99392,31,2.4,4.81,29,8.78,0.16,8.62,4,2,27,28,42,12,67,25,NA,1,21,NA,NA,7,NA,NA,2,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Jean,99459,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Kendy,98421,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Lourenço,99032,31,0,2.31,22,4.49,0,4.49,3,2,20,11,31,4,48,17,NA,NA,11,NA,NA,NA,NA,NA,1,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,31,0,1.6,3,1.25,0,1.25,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,3,4,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,31,0,2.05,2,2.9,0,2.9,NA,NA,NA,NA,4,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lucas Silva,98515,31,0,0.44,8,1.43,-0.05,1.48,NA,NA,2,1,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,31,0,-1.25,4,1.15,0,1.15,NA,1,6,3,1,NA,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,5,Contundido,2,lat,Mascarenhas,99721,31,0,-2.3,1,1.75,0,1.75,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,4,mei,Richard Franco,99802,31,-0.2,2.98,21,5.32,-0.41,5.73,NA,3,42,18,29,1,59,41,NA,NA,8,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,31,0,2.3,6,3.14,0,3.14,NA,NA,2,4,4,NA,6,4,NA,NA,2,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Ricardo,99881,31,0,2.82,14,6.81,0,6.81,NA,2,11,4,8,NA,24,23,2,NA,1,NA,NA,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,31,0,0.98,14,2.32,0,2.32,1,4,9,3,14,NA,14,9,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Chará,99891,31,0,4.21,18,11.57,0,11.57,1,NA,9,12,25,4,49,20,NA,NA,11,NA,NA,3,NA,NA,1,NA,2019
263,Botafogo,2,Dúvida,5,ata,Lucas Campos,99903,31,0,1.54,8,1.73,0,1.73,NA,1,7,3,8,NA,6,8,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Ezequiel,99915,31,3.2,1.77,8,4.42,0.45,3.9699999999999998,NA,NA,3,1,7,NA,6,4,NA,NA,1,NA,NA,NA,NA,NA,2,NA,2019
263,Botafogo,7,Provável,4,mei,Rickson,100002,31,0,0.58,5,1.15,0,1.15,NA,1,2,1,6,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lincoln,100065,31,8,2.64,9,4.67,0.93,3.7399999999999998,NA,1,3,3,8,1,8,2,NA,NA,4,NA,NA,2,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Patrick,99918,31,-0.3,1.46,14,2.03,-0.06,2.09,NA,NA,3,1,12,NA,8,4,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Igor Gomes,100084,31,0,1.44,20,1.59,0,1.59,1,3,16,5,16,1,21,7,NA,NA,5,NA,NA,2,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Thuler,100125,31,0,1.46,11,3.03,0,3.03,NA,2,11,NA,4,NA,8,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,31,0,0.44,5,0.9,0,0.9,NA,NA,4,2,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Felipe Pires,100289,31,0,2.35,11,3.93,0,3.93,1,NA,7,6,15,1,13,4,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Yuri Alberto,100652,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,31,0,-0.13,4,1.79,0,1.79,NA,NA,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Filipe,100712,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,31,0,-0.1,2,1.79,0,1.79,NA,NA,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bustamante,100425,31,-0.8,1.49,16,2.39,-0.07,2.46,1,1,34,8,12,1,17,12,NA,NA,4,NA,NA,1,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Matheus Henrique,100742,31,-1.3,1.21,16,3.1,-0.98,4.08,1,6,27,4,15,NA,34,23,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Liziero,100761,31,3.7,1.81,15,4.59,0.09,4.5,NA,2,12,6,10,NA,27,22,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Gabriel Sara,100763,31,0,0.05,2,0.77,0,0.77,NA,NA,NA,NA,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Felipe,100843,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Ruan,100842,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Esteves,100846,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Nonato,100987,31,0,3.57,21,9.09,0,9.09,1,3,43,6,16,1,27,43,NA,NA,4,NA,NA,3,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Emanuel,100840,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,5,ata,Felippe Cardoso,100963,31,0,1.94,15,2.98,0,2.98,1,2,39,9,17,10,11,7,NA,NA,9,NA,NA,2,NA,NA,1,NA,2019
276,São Paulo,6,Nulo,3,zag,Rony,101040,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Ferreira,101290,31,0,8.5,1,4.77,0,4.77,1,NA,1,1,4,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Matheus Prado,101375,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Sarrafiore,101315,31,0,1.97,17,3.89,0,3.89,NA,3,14,7,9,NA,20,10,NA,NA,3,NA,NA,3,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Guga,101319,31,0,4.18,16,7.61,0,7.61,4,NA,13,3,13,2,49,36,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Bruno Silva,101422,31,0,-0.3,1,2.8,0,2.8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Isaque,101483,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Thonny Anderson,101484,31,0,3.41,19,4.95,0,4.95,4,3,22,7,17,3,28,12,NA,NA,12,NA,NA,2,NA,NA,3,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vinícius,98496,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,31,0,2.5,1,2.75,0,2.75,NA,NA,1,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,31,0,0.3,1,2.97,0,2.97,1,1,1,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,3,zag,Robson Bambu,101579,31,0,3.12,4,4.97,0,4.97,NA,NA,7,2,1,NA,6,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,31,0,-2.5,1,1.07,0,1.07,NA,1,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,31,0,-0.6,1,1.25,0,1.25,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Ricardo Verza,101679,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Diego Torres,98794,31,0,2.25,11,4.03,0,4.03,NA,NA,3,9,5,NA,15,7,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucas Barcelos,101622,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Evanilson,101606,31,2.7,2.7,1,2.15,0.15,2,NA,NA,1,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Pedrinho,98706,31,14,5.37,22,13.59,1.24,12.35,4,NA,11,15,38,2,62,22,NA,NA,16,NA,NA,5,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Anderson,102906,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,31,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,31,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Luan,102909,31,0,1.06,19,3.48,0,3.48,NA,3,28,3,6,NA,27,27,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,31,0,0.23,3,3.51,-0.03,3.5399999999999996,NA,NA,2,2,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,31,0,1.7,2,2.84,0,2.84,NA,NA,2,NA,1,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,31,0,7.2,1,2.86,0,2.86,1,NA,2,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Éderson,103099,31,1.5,2.77,14,2.82,0.14,2.6799999999999997,NA,3,25,5,21,1,29,18,NA,NA,5,NA,NA,2,NA,NA,1,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,31,0,-0.23,3,0.77,0,0.77,NA,NA,2,NA,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,31,0,1.3,13,3.34,0,3.34,NA,1,12,11,5,3,15,12,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Vini Locatelli,102998,31,0.4,2.35,7,1.4,-0.45,1.8499999999999999,1,NA,6,2,7,NA,5,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Mateus Gonçalves,103076,31,7.5,1.95,18,4.25,0.04,4.21,NA,1,10,6,8,1,21,9,NA,NA,2,NA,NA,3,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,31,0,0,1,0.75,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,31,0,2,1,1.21,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Bruninho,101716,31,9.5,3.95,9,3.78,1.06,2.7199999999999998,NA,NA,6,7,7,NA,9,6,NA,NA,6,NA,NA,2,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,5,ata,Marrony,101717,31,-1,2.89,27,10.83,-0.68,11.51,2,6,44,22,42,5,36,33,NA,1,11,NA,NA,2,NA,NA,1,NA,2019
276,São Paulo,7,Provável,5,ata,Antony,103455,31,5.3,4.65,23,12.25,-1.37,13.620000000000001,5,2,21,15,61,NA,78,25,NA,1,19,NA,NA,2,NA,NA,2,NA,2019
265,Bahia,6,Nulo,3,zag,Ignácio,103523,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,31,0,0.7,1,2.57,0,2.57,NA,NA,2,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alecsandro,37673,31,-0.1,1.01,19,3.9,-0.01,3.9099999999999997,NA,1,20,10,11,7,18,5,NA,NA,6,NA,NA,2,NA,1,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Carlos Augusto,101803,31,0,2.46,10,4.65,0,4.65,NA,1,8,2,7,NA,15,8,2,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,31,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,31,0,-0.5,1,0.77,0,0.77,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Alerrandro,101715,31,0,5.15,10,6.27,0,6.27,1,NA,5,9,9,3,8,8,NA,NA,6,NA,NA,2,NA,NA,2,NA,2019
314,Avaí,6,Nulo,4,mei,Igor Goularte,101889,31,0,1.72,5,2.61,0,2.61,NA,NA,3,1,4,1,3,5,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Toró,101885,31,0,2.18,15,4.99,0,4.99,1,1,19,10,20,3,28,11,NA,1,3,NA,NA,2,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gabriel Calabres,101911,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,31,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,31,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
