clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FD,FF,FS,I,PE,RB,CA,CV,FT,SG,G,A,PP,DD,GS,DP,GC,ano
315,Chapecoense,7,Provável,4,mei,Augusto,71042,18,0.5,2.01,10,3.93,-0.08,4.01,23,5,2,12,3,18,10,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Leo,71043,18,13.7,13.7,1,4.92,1.92,3,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,6,1,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,18,2.5,6.43,3,4.81,-1.49,6.3,6,NA,NA,5,NA,9,5,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,18,0,11.7,1,6.17,0,6.17,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,18,0,2.38,16,11.15,0,11.15,23,8,10,24,1,25,16,2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,2,Dúvida,2,lat,Euller ,84890,18,0,0.93,3,3.28,0,3.28,2,1,2,2,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,18,0,1.7,1,4.35,0,4.35,2,1,1,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Alberto Valentim,84863,18,0.87,2.93,9,6.19,-0.81,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,18,0,-0.45,7,3.52,0.3,3.22,2,NA,1,NA,NA,8,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Vinícius,71162,18,9.5,3.45,12,6.06,1.66,4.3999999999999995,10,8,11,13,1,43,10,2,NA,1,NA,2,1,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,18,9.45,6.07,9,15.17,0.72,14.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Henrique,84893,18,-2.3,2.94,9,3.66,-1.09,4.75,13,1,2,18,NA,13,12,4,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Roberto,71116,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Berrío ,85300,18,0,1.71,12,5.49,0,5.49,12,1,6,4,NA,15,8,1,1,NA,NA,1,2,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,18,-4,2.8,10,6.04,-0.5,6.54,NA,NA,NA,1,NA,5,NA,1,NA,NA,4,NA,NA,NA,11,11,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Kelvin,71549,18,0,0.2,1,3.72,0,3.72,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Valdívia,85423,18,0,1.45,11,3.86,0,3.86,10,3,5,10,NA,14,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Lucho González,71479,18,-3.3,1.23,7,4.26,-0.95,5.21,10,2,3,2,NA,9,3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,18,0.2,2.72,5,2.88,0.01,2.87,2,NA,NA,9,NA,8,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Uilson,85418,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Alex Santana,85465,18,11.7,5.19,14,12.02,1.65,10.37,10,6,13,20,NA,18,11,2,NA,1,NA,5,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,18,0,2.76,11,11.63,0,11.63,NA,NA,NA,3,NA,4,NA,NA,NA,NA,3,NA,NA,NA,13,12,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Sornoza,87877,18,0,2.5,11,5.07,0,5.07,12,5,8,12,NA,13,12,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Hyoran,85931,18,0,6.17,3,6.59,0,6.59,5,3,4,4,NA,6,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Bruno Peres,73962,18,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Marcos Felipe ,85004,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Raúl Cáceres,71680,18,0,0.5,4,2.18,0,2.18,9,1,NA,1,1,4,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Léo,85626,18,0,-1,1,3.67,0,3.67,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,4,mei,Mosquera,86116,18,0,0.5,3,2.33,0,2.33,2,NA,2,3,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,5,ata,Aylon,85930,18,4,1.48,8,3.1,0.43,2.67,3,1,1,8,NA,4,5,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,3,zag,Gustavo Gómez,71684,18,0,2.27,6,11.24,0,11.24,3,2,NA,7,NA,6,6,3,1,NA,1,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Matheus Vargas,87929,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Alison,73974,18,0,1.87,9,4.24,0,4.24,15,NA,2,11,NA,11,19,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Elton,71719,18,0,1.71,9,5.22,0,5.22,19,1,4,NA,NA,15,18,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Borja,86120,18,3.7,2.9,2,6.05,0.17,5.88,4,2,1,2,1,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,2,lat,Natanael,86264,18,0,1.47,6,4.46,0,4.46,8,NA,1,4,NA,15,9,2,NA,NA,2,NA,NA,NA,NA,NA,NA,1,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,18,0,0,1,3.8,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,18,0,2.37,6,3.05,0,3.05,NA,NA,NA,3,NA,1,NA,NA,1,NA,1,NA,NA,NA,9,7,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Wanderson,86143,18,0,-2.5,1,1.68,0,1.68,2,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,18,0,0.34,7,2.24,0,2.24,8,NA,1,2,2,8,6,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,18,3.7,2.26,13,7.25,0.31,6.94,20,7,6,15,1,23,20,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luanderson ,86380,18,0,3,2,2.62,0,2.62,3,NA,1,5,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,18,-1.3,3.74,18,9.78,-0.62,10.399999999999999,NA,NA,NA,7,NA,7,NA,2,NA,NA,3,NA,NA,NA,31,19,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Victor Luis,86410,18,0,0.2,2,5.22,0,5.22,5,NA,1,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Pablo Dyego,86444,18,0,-0.25,2,1.6,0,1.6,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,18,10.8,7.41,15,13.39,1.64,11.75,13,13,13,20,2,38,16,1,NA,1,NA,8,1,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Michel,71920,18,2.2,1.76,10,4.7,0.37,4.33,17,2,3,NA,NA,14,25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,18,0,0.24,10,0.99,0,0.99,15,1,3,12,6,14,7,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Juninho,71937,18,-0.3,4.03,15,6.9,-0.55,7.45,30,8,13,14,NA,35,26,3,NA,NA,NA,2,3,NA,NA,NA,NA,1,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,18,0,4.62,15,8.47,0,8.47,NA,NA,NA,2,NA,9,NA,3,NA,NA,6,NA,NA,NA,25,14,NA,NA,2019
285,Internacional,7,Provável,2,lat,Zeca,87192,18,10.7,4.32,13,8.79,1.93,6.859999999999999,10,NA,NA,4,NA,26,32,3,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Pedro Henrique,87225,18,-0.6,4.93,10,8.52,-1.02,9.54,2,2,3,10,NA,15,10,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,18,0,1.27,13,2.95,0,2.95,9,NA,1,2,1,11,6,3,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,2,Dúvida,3,zag,Kannemann,87342,18,5.6,3.58,5,12.58,0.2,12.38,13,NA,NA,10,NA,7,11,4,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,18,0,3.59,12,7.93,0,7.93,26,2,2,27,3,30,22,7,NA,NA,5,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,18,2.13,3.22,18,8.44,-0.35,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,18,0,1.8,3,4.23,0,4.23,6,NA,NA,3,NA,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Gabriel,87393,18,0,3.34,16,8.84,0,8.84,7,1,NA,13,1,24,22,3,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Soteldo,87258,18,0,3.83,16,7.77,0,7.77,9,11,11,22,9,34,15,6,NA,1,NA,3,2,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,18,-0.7,4.09,10,5.1,-1.11,6.21,9,NA,1,11,1,20,13,1,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,18,0,4.62,4,6.1,0,6.1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,7,4,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Caíque Sá,87437,18,0,-0.25,2,3.03,0,3.03,4,NA,NA,1,NA,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,João Paulo,85425,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,João Lucas,86740,18,-5,1.89,15,8.35,-1.11,9.459999999999999,8,3,1,8,4,35,17,1,NA,NA,2,1,NA,NA,NA,NA,NA,1,2019
284,Grêmio,6,Nulo,4,mei,Thaciano,87470,18,0,2.84,13,5.56,0,5.56,16,5,3,12,3,15,21,4,NA,NA,NA,1,1,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Vitor Bueno,87552,18,5.7,2.41,11,6.12,0.93,5.19,4,1,3,13,NA,15,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,William Pottker,77809,18,0.7,1.28,4,5.93,-0.23,6.16,4,1,2,2,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Deyverson,92708,18,0,4.33,8,10.68,0,10.68,10,6,10,20,11,17,6,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,18,0,1.05,8,2.28,0,2.28,9,1,2,5,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,4,mei,Yago Felipe,87747,18,3.1,2.45,12,4.43,-0.08,4.51,15,NA,2,16,1,19,21,4,NA,1,NA,NA,1,NA,NA,NA,NA,NA,2019
264,Corinthians,2,Dúvida,4,mei,Mateus Vital,93108,18,7.4,4.94,12,8.17,-0.51,8.68,4,5,9,27,NA,13,15,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Tréllez,87679,18,0,1.58,4,4.35,0,4.35,5,3,6,4,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Joel Carli,93414,18,-2,1.81,15,6.17,-0.33,6.5,13,1,2,10,NA,39,13,5,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Lucas Veríssimo,93368,18,3.7,4.79,16,9.98,-0.13,10.110000000000001,34,2,6,11,1,38,38,4,1,2,7,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Ronaldo,92981,18,7.6,4.26,7,5.57,0.95,4.62,13,NA,2,5,NA,16,24,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,18,5.9,2.89,15,7,0.48,6.52,14,3,3,9,NA,21,12,5,1,NA,7,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitinho,78435,18,3.9,4.17,9,8.94,-0.23,9.17,11,7,8,10,NA,16,8,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,18,3.4,-0.33,6,4.69,0.67,4.0200000000000005,4,3,4,NA,2,5,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Andrey,93787,18,0,2.83,10,5.47,0,5.47,10,3,3,5,NA,14,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,18,4.7,4.7,1,4.51,1.51,3,2,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,18,4.2,3.94,11,7.84,-0.81,8.65,9,1,1,6,NA,29,19,1,NA,NA,4,NA,1,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Marcinho,93797,18,2,4.04,12,6.84,-1.9,8.74,16,4,8,8,NA,26,10,2,NA,NA,4,1,2,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Daniel,93791,18,0,1.47,13,4.58,0,4.58,10,6,3,21,NA,40,10,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,18,11,5.07,16,15.02,1.74,13.28,25,4,9,9,NA,35,39,1,NA,1,NA,1,4,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,18,-0.5,-0.5,1,2.23,-0.77,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,18,0,0.85,4,1.93,0,1.93,7,NA,2,4,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Marcos Júnior,93893,18,-2.4,1.92,11,3.04,-0.5,3.54,21,3,4,16,NA,34,16,4,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Cleiton,93882,18,0,2.68,8,3.01,0,3.01,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,2,NA,NA,NA,9,7,NA,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Raphael Veiga,94509,18,0,3.21,7,7.88,0,7.88,6,3,5,6,NA,7,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,18,1.3,2.17,15,8,0.15,7.85,14,6,4,19,NA,23,7,NA,NA,1,NA,1,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,18,0,1.43,3,3.87,0,3.87,1,NA,NA,3,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Ribamar,94068,18,2,1.4,2,2.45,-0.19,2.64,NA,1,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,18,5,8.13,17,14.72,0.04,14.680000000000001,NA,NA,NA,5,NA,6,1,NA,NA,NA,10,NA,NA,NA,35,13,1,NA,2019
284,Grêmio,5,Contundido,5,ata,Felipe Vizeu,94138,18,0,0.67,9,2.41,0,2.41,9,NA,4,3,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,18,4.2,4.44,16,7.64,-0.46,8.1,20,12,12,5,NA,40,27,1,NA,NA,NA,1,4,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,18,3.9,3.24,7,6.51,0.3,6.21,12,NA,1,4,NA,12,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,William Oliveira,94297,18,0,0.05,4,2.04,-0.12,2.16,5,1,1,3,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,18,0,1.31,10,9.48,-0.17,9.65,15,1,3,7,NA,10,9,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,4,mei,Diego Pituca,94156,18,2.1,1.48,17,3.51,0.57,2.94,39,6,10,18,NA,44,21,6,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,18,1.2,2.79,18,5.15,-0.36,5.510000000000001,24,6,9,22,1,47,27,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
341,CSA,3,Suspenso,4,mei,Jonatan Gomez,94857,18,13.9,4.51,11,6.61,1.97,4.640000000000001,12,7,9,32,1,30,9,3,NA,NA,NA,2,2,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,18,0,1.2,1,4.73,0,4.73,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,18,1,6.47,16,13.91,-1.45,15.36,18,4,10,17,NA,35,29,3,NA,NA,7,3,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Jarro Pedroso,94542,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,18,0,1.55,8,5.6,0,5.6,20,1,1,6,1,7,16,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Naldo,78897,18,1.2,1.47,15,3.33,-0.69,4.02,19,2,5,8,1,23,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,18,0,1.4,1,7.12,0,7.12,2,NA,NA,1,NA,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,18,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,18,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Marcelo Benevenuto,95638,18,-2.6,2.2,5,3.83,-0.62,4.45,5,NA,1,2,NA,6,1,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,18,0,4.4,3,5.96,0,5.96,NA,NA,NA,1,NA,1,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,18,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,18,0,1,2,1.76,0,1.76,1,NA,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Víctor Cuesta,79113,18,7.2,5.93,13,14.51,1.08,13.43,11,NA,NA,12,NA,23,41,4,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Sassá,79578,18,0,2.45,12,6.25,-0.33,6.58,6,6,3,9,2,4,1,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Jefferson,95220,18,0.7,4.78,17,11.24,0.04,11.200000000000001,12,1,3,22,NA,42,41,2,NA,NA,4,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,18,6.51,4.53,18,12.03,0.48,11.549999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Thalles,95222,18,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Orejuela,95352,18,0,3.24,7,6.38,0,6.38,17,2,1,7,NA,10,13,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
