clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,A,FC,FD,FF,FS,PE,RB,SG,CA,G,I,DD,GS,FT,CV,DP,PP,GC,ano
266,Fluminense,7,Provável,3,zag,Nino,91708,22,1.5,2.41,19,3.69,0.1,3.59,1,20,2,3,9,17,27,2,6,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Rony,91607,22,7.6,5.22,15,13.57,0.41,13.16,3,33,11,23,29,28,12,NA,4,4,6,NA,NA,1,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Matheus Alves,91712,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Felipe,91733,22,-2.8,2.6,17,5.69,-0.76,6.45,NA,36,2,2,17,58,54,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,1,gol,Caíque França,91808,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,David Duarte,91772,22,0,2.92,7,8.03,0,8.03,NA,2,NA,3,3,10,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Lucas Fernandes,94931,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,João Paulo,91972,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Giovanny ,92085,22,0,-1.6,1,1.24,0,1.24,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,André Luís,92146,22,3,2.11,13,4.6,0.85,3.7499999999999996,NA,9,4,3,28,16,2,NA,4,2,3,NA,NA,2,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Kevin ,91888,22,0,1.97,4,6.04,0,6.04,NA,1,NA,1,2,13,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,6,tec,Odair Hellmann,92273,22,3.19,4.33,22,11.2,0.36,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Juninho,92182,22,5.3,4.09,12,6.47,0.3,6.17,NA,7,2,3,8,24,9,8,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Rodriguez,91251,22,2.3,6.17,6,4.69,-0.32,5.010000000000001,1,2,NA,1,1,11,14,3,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Ramón Martínez,92155,22,0,1.78,7,4.73,0,4.73,NA,5,NA,1,4,6,11,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,4,mei,Raul,92496,22,0.2,4.63,18,7.85,-0.48,8.33,2,35,7,7,47,34,49,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,5,ata,Deyverson,92708,22,0,4.02,9,9.84,0,9.84,2,10,6,10,22,17,7,NA,1,1,13,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Ronaldo,92981,22,-0.3,3.24,9,4.26,-0.03,4.29,1,15,NA,2,8,20,24,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Renato Kayzer,92696,22,0,0.93,9,1.86,-0.42,2.2800000000000002,NA,9,1,2,5,3,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Fernando Medeiros,92841,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Mateus Vital,93108,22,0,4.43,14,6.97,-0.51,7.4799999999999995,2,4,6,10,29,14,15,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Thiago Santos,93151,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,3,Suspenso,3,zag,Lucas Veríssimo,93368,22,-2.1,3.63,20,8.65,-0.08,8.73,NA,43,3,9,12,52,43,8,5,1,1,NA,NA,2,2,NA,NA,1,2019
277,Santos,6,Nulo,4,mei,Jobson,93377,22,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,3,zag,Joel Carli,93414,22,0,1.81,15,6.17,0,6.17,NA,13,1,2,10,39,13,5,5,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Alisson Safira,93782,22,0,3.2,2,4.48,0,4.48,1,3,NA,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Andrey,93787,22,0,2.55,11,4.9,0,4.9,NA,10,3,3,5,15,14,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,1,gol,Michael,93659,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Keiller,93834,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Alan Cardoso,93785,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Matheus Cabral,93795,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Marcinho,93797,22,4.1,3.82,16,7.39,0.58,6.81,2,20,5,10,13,40,14,5,2,1,1,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Daniel,93791,22,-0.5,1.36,15,3.98,-0.35,4.33,1,12,6,3,23,46,12,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Lucas França,93869,22,0,4,1,2.36,0,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Marcos Júnior,93893,22,-2.2,1.77,14,3.1,-0.65,3.75,NA,25,3,5,20,39,19,NA,4,1,NA,NA,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,1,gol,Cleiton,93882,22,-1.8,2.19,11,2.24,-1.44,3.68,NA,NA,NA,NA,1,8,NA,2,NA,NA,NA,11,12,NA,NA,1,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Matheus Fernandes,94067,22,0,1.45,4,3.92,0,3.92,NA,1,NA,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,1,gol,John Victor,94044,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Ribamar,94068,22,2.1,2.68,5,2.78,0.51,2.2699999999999996,NA,6,3,8,2,2,1,NA,NA,1,7,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,William Oliveira,94297,22,0,1.18,5,3.04,0,3.04,NA,6,2,1,4,1,4,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,5,ata,Felipe Vizeu,94138,22,0,0.67,9,2.41,0,2.41,NA,9,NA,4,3,7,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Juninho Capixaba,94968,22,1.6,3.54,14,7.25,-0.45,7.7,1,26,2,2,30,35,23,6,7,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Diego Pituca,94156,22,0.5,1.48,20,3.34,0.09,3.25,NA,45,8,10,20,49,26,NA,7,1,NA,NA,NA,2,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Jarro Pedroso,94542,22,0,0.5,1,1.69,0,1.69,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Alessandro Vinícius,94495,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jonatan Gomez,94857,22,4.1,4.08,14,5.36,0.14,5.220000000000001,2,17,10,11,41,37,12,NA,4,2,1,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Marco Antônio,94975,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Zeca,94976,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,5,ata,Geovane Itinga,94980,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Felipinho,94981,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,2,lat,Jefferson,95220,22,0,4.97,19,11.61,0,11.61,1,15,1,3,24,45,42,6,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Max,94982,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Thalles,95222,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Lucas,95246,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,2,lat,Igor Vinícius,95466,22,0,3.07,13,7.17,0,7.17,2,20,2,3,8,20,22,4,3,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Matheus Jesus,95335,22,0,2.2,4,4.92,0,4.92,NA,1,NA,NA,7,4,5,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,2,lat,Orejuela,95352,22,1.2,2.65,11,5.31,-0.94,6.25,NA,21,2,2,10,18,17,3,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ricardo,99881,22,0,3.3,11,7.1,0,7.1,NA,8,1,3,7,21,19,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Marcelo Benevenuto,95638,22,-3.1,1.47,9,3.69,-0.54,4.23,NA,6,NA,1,8,17,3,2,2,1,NA,NA,NA,1,NA,NA,NA,1,2019
356,Fortaleza,6,Nulo,4,mei,Araruna,95660,22,0,0.85,4,3.2,0,3.2,NA,1,NA,NA,1,7,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Kunde,95476,22,0,0.1,4,0.75,0,0.75,NA,7,NA,NA,1,7,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Orinho,95542,22,2.2,2.2,1,2.75,-0.25,3,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,Gustavo Bochecha,95798,22,4,1.58,15,6.19,0.7,5.49,1,5,3,5,13,48,19,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Aguilar,95494,22,0,3.25,15,5.33,0,5.33,NA,21,NA,2,9,13,22,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,5,ata,Artur,95799,22,-0.3,3.21,19,9.58,-2.03,11.61,2,17,9,16,31,63,15,NA,5,4,3,NA,NA,NA,NA,NA,1,NA,2019
264,Corinthians,5,Contundido,3,zag,Léo Santos,95820,22,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,22,0,-1.2,1,0.73,0,0.73,NA,1,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Ruan,95860,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,2,Dúvida,4,mei,Piris da Motta,95802,22,2,0.72,15,3.46,0.49,2.9699999999999998,NA,11,NA,2,14,11,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Maurício,96464,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Lima,96340,22,3.5,5.15,8,6.09,-0.61,6.7,1,8,9,7,18,14,16,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,22,3.7,1.53,22,3.79,0.58,3.21,NA,14,1,1,6,31,14,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Allan,96652,22,-0.1,0.46,17,1.7,-0.26,1.96,1,39,8,9,21,53,20,NA,7,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Yony González,97080,22,12.9,5.96,18,14.44,2.15,12.29,2,17,13,27,29,18,17,NA,1,4,4,NA,NA,2,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Daniel,96468,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Léo Lopes,96965,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Arthur Gomes,96966,22,8.4,2.96,18,6.08,1.3,4.78,NA,17,1,8,35,26,15,NA,2,3,2,NA,NA,1,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Dudu,97133,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Janderson,97245,22,0,1.8,4,1.23,0,1.23,NA,2,1,1,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mantuan,97315,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,22,0,3.41,20,8.48,0,8.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Daniel,97349,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,22,0,0.75,2,2.19,0,2.19,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Marcos Calazans,97452,22,0,0.17,3,2.38,0,2.38,NA,6,1,NA,2,4,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Lepu,97522,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Frazan,97528,22,0,0.18,7,0.8,0,0.8,NA,5,NA,NA,1,4,1,3,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Hiago,97535,22,0,-0.5,1,1.45,0,1.45,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,1,gol,Fernando,97543,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Tomás Andrade,97619,22,0,0.69,10,3.82,0,3.82,1,10,3,5,4,19,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,22,0,1.65,2,0.9,0,0.9,NA,NA,1,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,2,lat,Bryan,97536,22,0,1.38,7,2.71,0,2.71,NA,6,1,1,5,11,7,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,6,tec,Rodrigo Santana,97922,22,4.29,3.82,21,11.21,0.32,10.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Lucas Hernández,98822,22,0,-0.62,4,1.97,0,1.97,NA,10,1,1,6,10,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Dawhan,97780,22,1.8,1.56,18,6.29,0.4,5.89,NA,17,NA,6,7,22,26,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,22,0,0.4,1,3.94,0,3.94,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Jhonata,97993,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Erick,98022,22,0,0.03,6,0.77,0,0.77,NA,13,4,1,2,8,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,6,tec,Tiago Nunes,98057,22,3.15,3.75,21,10.29,-0.22,10.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Gabriel Lima,98400,22,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Gabriel Batista,98333,22,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,3,zag,Ricardo,101491,22,1.7,2.42,12,4.4,-0.2,4.6000000000000005,NA,10,1,2,3,26,10,6,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,4,mei,Bruno Guimarães,98352,22,-0.2,4.18,15,11.98,-0.28,12.26,1,25,8,10,47,55,19,NA,1,2,NA,NA,NA,1,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,22,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,1,gol,Tiepo,98412,22,4,3.47,21,13.8,0.46,13.34,NA,NA,NA,NA,3,15,NA,4,1,NA,NA,35,34,NA,NA,3,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Kanu,98484,22,0,2.6,1,1.41,0,1.41,NA,NA,NA,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Ronei,98419,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Bessa,98494,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Kendy,98421,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Chará,99891,22,3.6,4.21,18,11.57,-0.44,12.01,1,9,11,12,25,49,20,NA,NA,3,4,NA,NA,1,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,22,0,0.97,10,2.54,0,2.54,1,7,1,2,10,12,8,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vinícius,98496,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,2,Dúvida,5,ata,Marrony,101717,22,1.3,2.64,19,11.18,-0.12,11.299999999999999,1,30,8,14,28,29,25,NA,2,1,5,NA,NA,NA,1,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Ezequiel,99915,22,0.5,2.15,4,4.31,-0.29,4.6,NA,2,1,1,5,3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lucas Silva,98515,22,0,0.9,3,1.69,0,1.69,NA,1,NA,NA,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Lucas Campos,99903,22,0,1.54,8,1.73,0,1.73,NA,7,1,3,8,6,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Natan,98497,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Pedrinho,98706,22,4.5,5.22,15,11.86,-0.26,12.12,2,5,12,8,29,45,12,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Patrick,99918,22,9,1.96,11,3.47,1.73,1.7400000000000002,NA,1,3,1,11,6,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Caio Henrique,98569,22,8.6,2.47,21,7.1,1.4,5.699999999999999,1,25,2,3,19,48,36,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Rickson,100002,22,0,1.35,4,1.73,0,1.73,NA,1,NA,1,6,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Lincoln,100065,22,0,1.97,8,3.74,0,3.74,NA,3,4,3,8,8,2,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Marquinhos,98765,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Diego Torres,98794,22,0,2.5,10,4.98,0,4.98,NA,3,2,9,5,14,7,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Igor Gomes,100084,22,0,0.17,12,0.82,0,0.82,NA,7,3,3,7,10,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,22,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Mariano Vázquez,98760,22,0,2.3,4,3.77,0,3.77,NA,4,1,NA,9,5,6,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,22,0.3,0.5,3,0.97,-0.05,1.02,NA,3,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,5,Contundido,4,mei,Jean Pyerre,98832,22,0,5.61,10,10.48,0,10.48,2,10,4,7,11,23,12,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Thuler,100125,22,0,1.21,9,3.28,0,3.28,NA,6,NA,NA,4,7,4,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Felipe Pires,100289,22,3.2,3.23,7,4.91,0.52,4.390000000000001,1,3,2,5,11,11,2,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,22,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,22,0,-0.1,2,1.79,0,1.79,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,22,0,0,2,2.16,0,2.16,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
