clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,G,I,PE,PP,RB,A,FT,DD,GS,SG,CV,DP,GC,ano
264,Corinthians,7,Provável,3,zag,Manoel,69014,19,0,4.45,15,10.89,0,10.89,1,11,1,4,6,1,NA,20,NA,20,NA,NA,NA,NA,8,NA,NA,1,2019
293,Athlético-PR,2,Dúvida,5,ata,Marcelo Cirino,69022,19,4.7,4.27,15,8.33,0.48,7.85,NA,9,6,9,14,4,4,21,NA,7,2,1,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,19,0,0.46,15,2.8,0,2.8,4,37,1,8,9,NA,NA,34,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Santos,69012,19,0,4.48,13,8.31,0,8.31,1,1,NA,NA,2,NA,NA,14,NA,NA,NA,NA,17,12,6,NA,1,NA,2019
275,Palmeiras,2,Dúvida,3,zag,Gustavo Gómez,71684,19,2.9,2.36,7,12,0.76,11.24,3,7,2,NA,8,1,NA,8,NA,6,NA,NA,NA,NA,2,1,NA,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,19,14,4.38,18,8.65,2.98,5.67,2,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,34,22,5,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,19,0,1.71,9,5.22,0,5.22,1,19,1,4,NA,NA,NA,15,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,19,-2.1,-0.02,5,1.76,-0.42,2.18,1,11,1,NA,1,NA,1,6,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,19,0,0,1,3.8,0,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,19,0,2.37,6,3.05,0,3.05,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,9,7,1,1,NA,NA,2019
284,Grêmio,2,Dúvida,4,mei,Michel,71920,19,5.4,2.09,11,5.32,0.62,4.7,1,19,3,4,1,NA,NA,16,NA,28,NA,NA,NA,NA,NA,NA,NA,2,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,19,0,0.68,4,3.66,0,3.66,NA,5,NA,1,7,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Marlone,80944,19,0,1.46,13,5.27,-0.04,5.31,1,7,NA,6,7,1,1,16,NA,7,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,19,7,8.23,3,7.35,-0.77,8.12,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,8,2,1,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,19,-2,5.3,18,10.26,-1.15,11.41,NA,NA,NA,NA,7,NA,NA,13,NA,NA,NA,NA,29,13,7,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,19,0,4.03,15,6.9,0,6.9,3,30,8,13,14,2,NA,35,NA,26,3,NA,NA,NA,NA,NA,NA,1,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,19,4.7,3.79,19,10.71,0.93,9.780000000000001,2,NA,NA,NA,7,NA,NA,8,NA,NA,NA,NA,31,19,4,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,19,-0.9,6.89,16,11.46,-1.93,13.39,1,14,14,13,20,8,4,40,NA,16,1,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,3,Suspenso,4,mei,Júnior Urso,71829,19,0.5,2.13,14,6.7,-0.55,7.25,3,21,7,6,15,NA,1,23,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,19,12.6,3.33,6,6.64,1.85,4.789999999999999,NA,7,NA,NA,5,NA,3,10,NA,7,2,NA,NA,NA,1,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Ricardo Bueno,69141,19,0,2.95,12,14.08,0,14.08,2,19,5,6,8,3,9,16,1,9,2,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Giovanni,72097,19,0,3.4,5,6.18,0,6.18,1,3,NA,1,1,NA,NA,11,NA,5,NA,NA,NA,NA,3,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Pablo,69138,19,4.7,7.45,2,13.61,-1.49,15.1,NA,NA,1,5,3,1,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Nikão,69705,19,0,3.7,11,16.23,0,16.23,2,9,9,11,10,2,NA,13,NA,5,1,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,19,0,1,1,6.4,0,6.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Boselli,69161,19,-0.5,2.83,9,3.69,-0.3,3.9899999999999998,1,3,4,4,4,2,1,10,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Gamarra,69288,19,0,0.2,2,5.34,0,5.34,NA,2,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,19,-2,2.37,17,7.32,-1.05,8.370000000000001,4,12,6,6,23,1,NA,61,NA,24,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Danilo Avelar,72142,19,0,5.61,12,8.76,0,8.76,3,15,5,2,21,1,1,23,NA,18,NA,NA,NA,NA,7,NA,NA,NA,2019
354,Ceará,5,Contundido,3,zag,Luiz Otávio,72359,19,0,1.62,14,9,0,9,5,21,1,1,8,NA,NA,13,NA,14,1,NA,NA,NA,3,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Léo,69177,19,5.5,3.12,7,5.64,0.67,4.97,2,13,NA,4,13,NA,NA,13,NA,11,1,NA,NA,NA,2,1,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,19,0,2.92,8,4.79,0,4.79,2,7,1,9,3,1,NA,7,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,19,0,1.64,8,4.74,0,4.74,3,18,1,3,9,1,NA,15,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Victor Ferraz,70046,19,4.9,4.48,16,10.58,0.18,10.4,3,8,3,4,12,NA,1,44,NA,25,1,NA,NA,NA,8,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,19,0,5.53,11,11.35,0,11.35,1,12,4,5,6,2,NA,20,NA,28,1,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,19,-0.5,3.67,13,7.69,-0.71,8.4,1,NA,NA,NA,5,NA,NA,19,NA,NA,NA,NA,18,13,5,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,19,0,1.2,1,3.28,0,3.28,NA,1,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,19,-2,3.63,18,8.4,-1.05,9.450000000000001,2,1,NA,NA,1,NA,NA,22,NA,NA,NA,NA,34,24,3,NA,1,NA,2019
285,Internacional,2,Dúvida,4,mei,Patrick,83433,19,0,2.89,8,7.8,0,7.8,1,7,1,3,7,NA,NA,15,NA,14,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Gustavo Campanharo,72497,19,0.8,4.53,17,6.23,-0.13,6.36,NA,20,4,10,29,1,NA,30,NA,37,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,19,0,1.03,6,3.74,0,3.74,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,8,8,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,19,0,1.3,4,3.07,0,3.07,1,2,NA,NA,1,NA,NA,11,NA,4,NA,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,19,6.7,5.89,11,13.86,0.85,13.01,2,18,2,2,11,NA,NA,14,NA,35,NA,NA,NA,NA,4,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,19,1.9,6.56,18,17.52,-0.26,17.78,1,13,10,13,13,8,2,32,NA,22,1,2,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,19,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,19,5.2,2,4,6.7,0.92,5.78,NA,3,1,1,1,NA,2,5,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,19,0,5.05,2,5.51,0,5.51,1,1,NA,1,7,NA,NA,4,NA,3,NA,NA,NA,NA,1,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,19,0,3.87,4,11.31,0,11.31,NA,5,NA,NA,1,NA,NA,10,NA,7,NA,NA,NA,NA,2,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Jackson,70934,19,2.4,1.4,5,4.58,0.65,3.93,NA,3,1,2,3,NA,1,11,NA,2,NA,NA,NA,NA,1,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,19,0.62,4.74,19,12.21,-0.56,12.770000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Fábio Carille,70696,19,3.19,4.27,18,11.53,0.06,11.469999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Felipe Baxola,71113,19,4.3,0.14,8,4.27,0.75,3.5199999999999996,1,2,NA,3,NA,NA,NA,9,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,19,8.2,1.98,12,10.95,0.82,10.129999999999999,1,26,1,3,13,2,NA,23,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,19,0.2,0.5,8,3.62,-0.76,4.38,1,6,2,NA,6,NA,3,13,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Léo Cittadini,70986,19,0,3.46,9,6.26,0,6.26,1,10,4,6,13,1,NA,13,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,19,4.1,2.2,11,4.56,0.63,3.9299999999999997,NA,24,8,3,13,NA,3,19,NA,10,2,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Leo,71043,19,-2,5.85,2,2.47,-2.45,4.92,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,2,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,2,lat,Roberto,71116,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,6,tec,Marquinhos Santos,81031,19,0,0,0,9.83,0,9.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,1,gol,Muriel,69041,19,3.5,3.77,7,4.9,-2.13,7.03,1,1,NA,NA,1,NA,NA,2,NA,NA,NA,NA,11,7,2,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,4,mei,Jair,81091,19,0,3.48,9,6.81,0,6.81,2,16,NA,1,14,1,NA,13,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Nazário,81776,19,0,1.65,7,2.36,0,2.36,1,5,5,3,10,NA,NA,11,NA,2,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Cazares,81682,19,0.9,4.92,12,10.54,-0.52,11.059999999999999,NA,10,18,13,5,4,NA,48,NA,6,NA,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,João Ricardo,81881,19,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,19,-0.3,2.44,12,3.47,-0.29,3.7600000000000002,2,7,1,NA,3,NA,NA,18,NA,11,NA,1,NA,NA,4,NA,NA,NA,2019
275,Palmeiras,5,Contundido,2,lat,Mayke,81150,19,0,-0.3,1,7.71,0,7.71,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Alisson,81845,19,15,5.79,9,9.39,1.6,7.790000000000001,4,10,5,4,17,2,NA,12,NA,10,4,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,2,Dúvida,4,mei,Carlos Sánchez,81677,19,4.5,5.35,18,13.67,-0.49,14.16,2,25,11,11,36,6,4,63,1,19,3,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Rossi,81798,19,0.2,0.77,13,3.61,-0.19,3.8,5,20,6,10,16,NA,1,32,NA,8,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Igor Julião,81951,19,0,2.42,10,4.23,0,4.23,1,13,2,1,13,NA,NA,10,NA,14,NA,NA,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,19,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,19,0,2.9,7,3.11,0,3.11,NA,9,3,3,4,NA,NA,9,NA,11,NA,1,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Clayton,81770,19,-3.4,-0.37,3,2.98,-0.94,3.92,1,4,3,1,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,19,0,0.65,6,3.68,0,3.68,1,14,1,1,8,NA,NA,7,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Zé Rafael,82455,19,0.3,2.6,10,8.81,-0.64,9.450000000000001,3,21,6,6,21,NA,1,13,NA,13,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,19,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,19,0,5.12,17,14.39,0,14.39,NA,NA,NA,NA,5,NA,NA,12,NA,NA,NA,NA,37,25,4,NA,1,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,19,-0.3,2.71,10,4.4,-0.97,5.37,2,12,1,3,3,NA,NA,15,NA,11,NA,NA,NA,NA,4,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Tinga,82628,19,-0.6,2.05,11,1.54,-0.06,1.6,NA,5,NA,2,5,1,NA,42,NA,7,2,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,19,6.4,2.8,15,4.94,1.01,3.9300000000000006,3,17,NA,2,10,NA,2,29,NA,23,NA,NA,NA,NA,5,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,19,4.2,2.33,6,3.61,0.51,3.0999999999999996,2,7,1,3,6,NA,NA,17,NA,10,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Jairinho,102139,19,0,1.77,4,2.89,0,2.89,NA,1,2,1,4,NA,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,19,0,2.1,2,4.02,0,4.02,NA,NA,1,1,2,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,3,zag,Lucas Halter,102253,19,0,1.62,6,2.77,0,2.77,1,4,1,2,1,NA,NA,7,NA,5,NA,NA,NA,NA,1,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Papagaio,102302,19,0,0.98,5,1.97,0,1.97,NA,3,1,2,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Victor Rangel,82653,19,0,-0.82,5,1.12,0,1.12,1,8,NA,NA,5,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcelo Rangel,82730,19,12.5,12.5,1,5.43,1.43,4,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,6,3,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Vinícius Araújo,82767,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,19,0,1.37,9,5.13,0,5.13,1,6,3,5,9,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Nenê,38913,19,4.7,2.69,8,6.39,0.37,6.02,NA,10,3,5,10,1,NA,27,NA,6,2,NA,NA,NA,NA,1,NA,NA,2019
354,Ceará,7,Provável,2,lat,Cristovam,82930,19,0,2.95,2,2.57,0,2.57,2,3,NA,NA,3,NA,NA,7,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,19,2,2.9,13,3.79,-0.46,4.25,NA,16,4,11,19,NA,1,23,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,4,mei,Otero,83004,19,0,2.25,6,7.29,0,7.29,1,9,6,8,14,NA,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,6,tec,Vanderlei Luxemburgo,41327,19,2.95,3.11,15,8.16,0.26,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Daniel Alves,38939,19,3.7,7.15,4,15.81,-1.22,17.03,NA,9,1,3,6,1,1,15,NA,7,NA,1,NA,NA,2,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Araos,102352,19,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,3,zag,Cacá,102340,19,2.5,2.85,6,2.61,0.11,2.5,2,4,1,NA,7,NA,NA,2,NA,6,NA,NA,NA,NA,2,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Vagner Love,38959,19,0.2,2.79,15,5.17,-1.06,6.23,2,17,3,5,25,4,6,22,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,5,ata,Renato,39572,19,0,2.55,4,5.74,0,5.74,NA,NA,2,3,9,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,19,0,0,1,3.1,0,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Hugo Borges,95875,19,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,6,tec,Renato Gaúcho,41929,19,9.16,4.25,19,12.85,0.5,12.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Gabriel,83257,19,8.5,10.78,15,20.99,-0.43,21.419999999999998,5,9,15,18,14,16,9,31,NA,5,3,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Willian,42116,19,0.2,1.6,6,6.94,-1.26,8.200000000000001,1,4,2,NA,5,1,1,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,2,Dúvida,2,lat,Egídio,42145,19,-0.3,4.05,10,8.38,-0.98,9.360000000000001,NA,11,3,1,10,NA,1,33,NA,18,1,NA,NA,NA,3,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Cuca,42411,19,3.39,3.84,18,10.35,0.23,10.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Fagner,42500,19,3.6,5.78,13,12.92,-0.89,13.81,2,12,2,2,19,NA,NA,46,NA,27,2,NA,NA,NA,7,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Osvaldo,42222,19,5.8,1.98,16,5.87,0.61,5.26,1,13,4,4,5,2,NA,18,NA,6,3,NA,NA,NA,NA,1,NA,NA,2019
264,Corinthians,7,Provável,1,gol,Cássio,42234,19,-2,4.23,15,7.81,-0.71,8.52,3,NA,NA,NA,3,NA,NA,7,NA,NA,NA,NA,19,11,7,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,19,-3.1,0.38,5,5.15,-1.68,6.83,1,4,NA,NA,4,NA,NA,12,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,2,lat,Bruno,42499,19,0,3.65,4,5.38,0,5.38,1,6,NA,1,4,NA,NA,9,NA,3,NA,NA,NA,NA,3,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Márcio Azevedo,42491,19,0,3.33,12,6.62,0,6.62,3,16,1,2,14,NA,NA,26,NA,8,2,NA,NA,NA,6,NA,NA,NA,2019
315,Chapecoense,6,Nulo,3,zag,Maurício Ramos,42477,19,2.4,2.51,8,5.04,0.45,4.59,NA,12,2,1,8,NA,NA,12,NA,5,NA,NA,NA,NA,3,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rhodolfo,42501,19,0,1.45,2,4.4,0,4.4,NA,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Tião,47134,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Júlio César,49673,19,0,4.67,7,7.93,0,7.93,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,15,11,2,NA,NA,NA,2019
265,Bahia,5,Contundido,3,zag,Ernando,49651,19,0,4.64,8,10.78,0,10.78,NA,2,NA,NA,4,1,NA,3,NA,4,NA,1,NA,NA,4,NA,NA,NA,2019
282,Atlético-MG,2,Dúvida,1,gol,Wilson,50284,19,0,2,1,4.8,0,4.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Alexandre Pato,49675,19,-0.2,5.01,13,8.98,-3.43,12.41,1,9,5,15,19,5,5,23,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Guilherme,50294,19,0,-1.1,3,3.06,0,3.06,2,3,NA,NA,2,NA,NA,6,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,5,Contundido,4,mei,Ramires,50293,19,0,1.17,3,6.79,0,6.79,NA,2,NA,1,2,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,19,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,19,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,19,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Bruno Melo,84339,19,0,3.22,5,3.2,0,3.2,NA,7,NA,1,9,1,1,9,NA,3,NA,NA,NA,NA,2,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,19,0,0.53,5,1.68,0.13,1.5499999999999998,2,4,2,2,3,NA,NA,9,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,2,lat,Danilo Barcelos,84382,19,1.7,3.35,12,5.36,-0.39,5.75,NA,19,5,6,8,1,1,27,NA,15,1,1,NA,NA,2,1,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bruno Alves,84462,19,-3,-3,1,0.77,-0.23,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
