clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,CV,FC,FD,FF,FS,G,I,PE,RB,A,SG,PP,DD,DP,GS,FT,GC,ano
283,Cruzeiro,6,Nulo,4,mei,Michel,103579,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Marcos Paulo,103645,32,0.2,3.97,17,4.47,-1.3,5.77,NA,NA,8,5,13,12,2,1,26,19,2,NA,NA,NA,NA,NA,1,NA,2019
284,Grêmio,6,Nulo,1,gol,Phelipe,103524,32,0,2,1,1.21,0,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadsom Silva,103695,32,0,0,1,0.76,0,0.76,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,32,0,-0.23,6,2.56,0,2.56,1,NA,6,1,1,6,NA,1,8,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Guga,101319,32,0,4.18,16,7.61,0,7.61,NA,NA,13,1,3,13,NA,2,49,36,4,1,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,5,ata,Dalberto,97995,32,-0.8,0.78,6,2.02,-0.53,2.55,1,NA,6,3,1,1,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,Alexander,105553,32,0,6,2,9.79,0,9.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,6,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Riquelme,105566,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Lucas Piton,105584,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Felipe Mosquete,105397,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Jean,99459,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Roni,105585,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Bruno Méndez,103700,32,0,0.88,6,4.1,0,4.1,3,NA,5,NA,NA,2,NA,NA,14,8,NA,1,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,32,0,2.5,1,2.75,0,2.75,NA,NA,1,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Wesley,99462,32,-0.3,-1.06,5,1.28,0.13,1.15,1,1,6,NA,3,1,NA,NA,9,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Lucas Bergantin,105589,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,32,0,1.6,3,1.25,0,1.25,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,3,NA,4,NA,NA,2019
293,Athlético-PR,7,Provável,6,tec,Eduardo Barros,106612,32,4.58,4.3,2,10.86,0.52,10.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Matheus Prado,101375,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,1,gol,Brenno,100830,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Liziero,100761,32,0,1.81,15,4.59,0,4.59,2,NA,12,2,6,10,NA,NA,27,22,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Miguel,105612,32,0,0.35,2,2.21,0,2.21,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Gabriel Sara,100763,32,2.8,0.97,3,1.23,0.46,0.77,NA,NA,NA,1,1,1,NA,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Igor Campos,101421,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Bruno Silva,101422,32,0,-0.3,1,2.8,0,2.8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Wenderson,99474,32,0,2.05,2,2.9,0,2.9,NA,NA,NA,NA,NA,4,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Gabriel Fornari,105636,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Ruan,100842,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Isaque,101483,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Geovane,105635,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,2,lat,Fernando,99550,32,0,2.62,18,4.25,0,4.25,6,NA,30,3,1,13,NA,NA,36,24,1,6,NA,NA,NA,NA,1,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Mauricio,105647,32,0,1.76,7,1.47,0,1.47,NA,NA,3,1,2,4,1,1,10,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Felipe,100843,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,5,ata,Janderson,97245,32,-0.4,2.37,13,1.7,-1.23,2.9299999999999997,NA,NA,10,2,6,18,1,NA,13,7,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,5,ata,Talles Magno,105786,32,0,2.11,14,2.55,0,2.55,4,NA,22,6,12,29,2,1,24,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,32,0,2.3,6,3.14,0,3.14,NA,NA,2,2,4,4,NA,NA,6,4,NA,NA,NA,NA,NA,NA,1,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Neto,103706,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Esteves,100846,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Anderson Ceará,103724,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Ricardo,101491,32,-5.3,1.59,21,3.18,-0.88,4.0600000000000005,4,NA,21,2,5,5,NA,3,47,19,NA,7,NA,NA,NA,NA,NA,1,2019
293,Athlético-PR,7,Provável,4,mei,Thonny Anderson,101484,32,0,3.41,19,4.95,0,4.95,3,NA,22,12,7,17,2,3,28,12,4,NA,NA,NA,NA,NA,3,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Richard Franco,99802,32,0,2.98,21,5.32,0,5.32,3,NA,42,8,18,29,1,1,59,41,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Da Silva,105836,32,0,0.17,3,0.78,0,0.78,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Guilherme Azevedo,105837,32,0,-0.5,1,0.78,0,0.78,1,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,3,zag,Robson Bambu,101579,32,3.1,3.12,5,4.62,-0.35,4.97,NA,NA,9,1,2,1,NA,NA,9,3,NA,3,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Aldo,105903,32,0,3.5,1,1.53,0,1.53,NA,NA,NA,NA,1,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Felippe Cardoso,100963,32,1.5,1.91,16,3.28,0.3,2.98,2,NA,40,9,9,18,2,10,11,8,1,NA,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,5,ata,Veron,103764,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,2,lat,Erik,105838,32,0,2.55,2,2.05,0,2.05,NA,NA,NA,NA,NA,3,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ricardo,99881,32,5,2.97,15,7.52,0.71,6.81,2,NA,14,1,4,8,1,NA,24,24,NA,3,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Iván Angulo,105841,32,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Nonato,100987,32,0,3.57,21,9.09,0,9.09,3,NA,43,4,6,16,3,1,27,43,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Chará,99891,32,0,4.21,18,11.57,0,11.57,NA,NA,9,11,12,25,3,4,49,20,1,NA,NA,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Rony,101040,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Edu,105842,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,32,0,-0.6,1,1.25,0,1.25,NA,NA,NA,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Luan Pereira,99900,32,0,0.98,14,2.32,0,2.32,4,NA,9,2,3,14,NA,NA,14,9,1,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Welligton Rocha,105846,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,32,0,0.23,3,3.51,0,3.51,NA,NA,2,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,32,0,0.3,1,2.97,0,2.97,1,NA,1,NA,NA,NA,NA,NA,3,2,1,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,5,ata,Ferreira,101290,32,0,8.5,1,4.77,0,4.77,NA,NA,1,NA,1,4,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,32,0,7.2,1,2.86,0,2.86,NA,NA,2,1,NA,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,João Celeri,105866,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Lucas Campos,99903,32,0.2,1.39,9,1.68,-0.05,1.73,2,NA,10,2,3,10,NA,NA,6,9,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,32,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Daniel Marcos,105868,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,32,0,-2.5,1,1.07,0,1.07,1,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Ezequiel,99915,32,-0.3,1.54,9,3.85,-0.57,4.42,NA,NA,3,1,1,7,NA,NA,7,4,NA,NA,NA,NA,NA,NA,2,NA,2019
266,Fluminense,6,Nulo,5,ata,Evanilson,101606,32,0,2.7,1,2.15,0,2.15,NA,NA,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucas Barcelos,101622,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Patrick,99918,32,-0.5,1.33,15,1.98,-0.05,2.03,1,NA,3,3,1,12,1,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Rickson,100002,32,-0.3,0.43,6,1.4,0.25,1.15,1,NA,3,NA,1,7,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Felipe Jonatan,101708,32,6,3.84,21,9.83,0.88,8.95,NA,NA,12,7,7,9,2,1,30,11,NA,9,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lincoln,100065,32,0,2.64,9,4.67,0,4.67,1,NA,3,4,3,8,2,1,8,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,João Pedro,104026,32,0,3.91,23,6.11,0,6.11,1,NA,25,18,22,29,4,9,30,16,1,NA,NA,NA,NA,NA,1,NA,2019
262,Flamengo,7,Provável,3,zag,Pablo Marí,105897,32,1.2,4.49,20,8.01,-0.44,8.45,4,NA,24,1,4,6,2,1,27,26,1,9,NA,NA,NA,NA,2,NA,2019
277,Santos,6,Nulo,4,mei,Ivonei,105899,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Anderson,102906,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Adriano,105906,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Alerrandro,101715,32,0,5.15,10,6.27,0,6.27,NA,NA,5,6,9,9,2,3,8,8,1,NA,NA,NA,NA,NA,2,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,32,0,3.56,10,2.33,-1.45,3.7800000000000002,NA,NA,7,6,8,7,2,NA,10,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Igor Gomes,100084,32,0.1,1.38,21,1.56,-0.03,1.59,3,NA,17,5,5,19,2,1,24,7,1,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Alisson Taddei,105907,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,32,0,0.44,5,0.9,0,0.9,NA,NA,4,2,2,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Allanzinho,105900,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Edson,105901,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,4,mei,Luan,102909,32,0,1.06,19,3.48,0,3.48,3,NA,28,2,3,6,NA,NA,27,27,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,José Gabriel,105902,32,0,-0.2,2,0.77,0,0.77,NA,NA,3,NA,NA,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Felipe Pires,100289,32,0,2.35,11,3.93,0,3.93,NA,NA,7,2,6,15,1,1,13,4,1,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Marrony,101717,32,0,2.89,27,10.83,0,10.83,6,1,44,11,22,42,2,5,36,33,2,NA,NA,NA,NA,NA,1,NA,2019
262,Flamengo,6,Nulo,3,zag,Thuler,100125,32,0,1.46,11,3.03,0,3.03,2,NA,11,NA,NA,4,NA,NA,8,4,NA,4,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Vinicius Mingotti,105909,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alessandro,104081,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Rômulo,105911,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,3,zag,Jonathan,105910,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Matheus Stockl,104088,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,32,0,-0.13,4,1.79,0,1.79,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Marco Antônio,105912,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Roberto,104086,32,0,1.88,5,2.43,0,2.43,2,NA,6,1,NA,5,NA,NA,11,4,NA,2,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Matheus Matias,100430,32,0,-0.1,2,1.79,0,1.79,NA,NA,3,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Bustamante,100425,32,0,1.49,16,2.39,0,2.39,1,NA,34,4,8,12,1,1,17,12,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Bruno Fuchs,104085,32,0,2.36,9,2.2,0,2.2,3,NA,6,1,2,8,NA,NA,27,11,NA,3,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Rhuan,102958,32,1.9,0.3,4,1.02,0.25,0.77,NA,NA,2,NA,1,7,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Yuri Alberto,100652,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Matheus Henrique,100742,32,-1.9,1.03,17,2.95,-0.15,3.1,7,NA,28,4,4,15,NA,NA,37,24,1,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Sarrafiore,101315,32,0,1.97,17,3.89,0,3.89,3,NA,14,3,7,9,3,NA,20,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Tharlis,102997,32,0,1.7,2,2.84,0,2.84,NA,NA,2,NA,NA,1,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,3,zag,Gustavo,101316,32,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Falcão,104104,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Pachu,97352,32,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,6,tec,Rogério Ceni,97341,32,4.67,3.36,30,8.81,0.24,8.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Mantuan,97315,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,7,Provável,4,mei,Vini Locatelli,102998,32,1,2.18,8,1.51,0.11,1.4,NA,NA,6,4,3,8,NA,NA,6,4,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,João Victor,104250,32,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Quintero,96382,32,2.2,1.35,31,3.57,0.29,3.28,4,NA,18,1,2,11,1,NA,43,17,NA,6,NA,NA,NA,NA,NA,NA,2019
