clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,FC,FD,FF,FS,G,I,PE,PP,RB,SG,A,CV,DD,DP,GS,FT,GC,ano
341,CSA,6,Nulo,5,ata,Gamarra,69288,34,0,0.2,2,5.34,0,5.34,NA,2,NA,1,NA,NA,NA,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,5,ata,Arthur Caíke,80337,34,-0.4,2.45,26,8.81,-1.81,10.620000000000001,1,20,10,19,15,5,4,30,NA,6,NA,1,1,NA,NA,NA,1,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,34,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Romulo,70009,34,0,1.9,14,4.41,0,4.41,3,23,2,4,11,2,NA,18,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Victor Ferraz,70046,34,0,4.67,23,10.54,0,10.54,3,12,6,5,15,NA,1,59,NA,36,12,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Alan Santos,70132,34,0,0.47,4,2.8,0,2.8,NA,5,NA,1,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Eduardo Sasha,70360,34,9.6,5.83,33,18.64,1.06,17.580000000000002,1,18,19,21,29,13,9,54,NA,30,NA,3,NA,NA,NA,NA,2,NA,2019
267,Vasco,6,Nulo,1,gol,Sidão,70222,34,0,1.03,6,3.74,0,3.74,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,8,NA,8,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Fellipe Bastos,70116,34,0,2.91,11,4.91,0,4.91,4,10,3,12,6,1,NA,11,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Wescley,70925,34,2.2,0.26,14,3.49,0.4,3.0900000000000003,2,13,3,1,7,NA,3,14,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Marllon,70666,34,0,3.53,3,4.68,0,4.68,1,2,NA,2,8,NA,NA,5,NA,3,1,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,5,Contundido,5,ata,Joao Rojas,70784,34,0,0,0,7,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,34,2.3,4.95,25,13.46,0.18,13.280000000000001,2,37,3,5,22,NA,1,30,NA,58,9,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,34,8,4.77,34,13.83,0.58,13.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,34,0,1.43,12,4.96,0,4.96,2,10,1,3,11,NA,1,21,NA,6,3,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,34,0,2.3,13,4.2,0,4.2,NA,27,9,4,15,NA,3,20,NA,13,NA,2,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Léo Cittadini,70986,34,0,5.55,19,7.69,0,7.69,2,16,15,9,26,4,NA,19,NA,32,NA,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,34,13.3,4.2,26,13.11,1.22,11.889999999999999,2,43,8,21,24,7,NA,57,NA,35,NA,1,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,34,8.4,1.65,20,5.3,1.09,4.21,2,13,7,8,4,1,NA,41,NA,12,NA,2,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,7,Provável,2,lat,Roberto,71116,34,10.2,4.05,13,5.69,0.31,5.380000000000001,2,19,5,15,26,NA,1,18,NA,14,3,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,34,0,5.53,24,15.37,0,15.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Lucho González,71479,34,0,0.5,14,4.2,0,4.2,1,17,2,7,3,1,NA,20,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,34,0,4.23,24,8.93,0,8.93,2,NA,NA,NA,2,NA,NA,8,NA,NA,9,NA,NA,36,NA,23,NA,NA,2019
267,Vasco,7,Provável,4,mei,Guarín,71233,34,0,3.33,8,9.24,0,9.24,2,8,2,8,9,2,NA,17,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,34,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,34,0,2.15,6,3.63,0,3.63,1,NA,NA,NA,1,NA,NA,2,NA,NA,1,NA,NA,8,NA,7,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,34,0.9,2.82,20,4.7,-0.02,4.72,2,10,12,14,19,2,1,62,NA,15,NA,2,1,NA,NA,NA,2,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,34,3,3.26,20,4.47,0.28,4.1899999999999995,3,14,3,5,20,1,NA,19,NA,19,6,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,34,0,0.22,16,2.2,0,2.2,5,39,1,8,9,NA,NA,35,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,34,-4.3,3.8,24,11.92,-1.51,13.43,2,1,NA,NA,3,NA,NA,7,NA,NA,8,NA,NA,31,1,22,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Elton,71719,34,0,1.71,9,5.22,0,5.22,1,19,1,4,NA,NA,NA,15,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,34,0.9,1.4,6,3.59,-0.4,3.9899999999999998,NA,3,1,4,5,NA,NA,5,NA,1,NA,NA,NA,NA,NA,NA,1,NA,2019
275,Palmeiras,5,Contundido,3,zag,Gustavo Gómez,71684,34,2.7,3.8,18,12.16,0.01,12.15,6,19,4,3,16,2,2,19,NA,25,6,NA,1,NA,NA,NA,1,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,34,0,-0.28,6,1.51,0,1.51,1,13,1,NA,1,NA,1,8,NA,2,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,34,0,2.37,6,3.05,0,3.05,NA,NA,NA,NA,3,NA,NA,1,NA,NA,1,NA,1,9,NA,7,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,34,-1.5,2.25,21,6.12,-1.04,7.16,4,32,10,9,23,1,1,35,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,34,-2.3,3.43,33,9.66,-1.1,10.76,2,NA,NA,NA,13,NA,NA,15,NA,1,8,NA,NA,46,NA,32,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Thiago Galhardo,71844,34,0.6,4.83,30,11.33,-0.66,11.99,3,31,21,29,44,10,9,79,1,25,NA,1,NA,NA,NA,NA,2,NA,2019
284,Grêmio,6,Nulo,4,mei,Michel,71920,34,7.7,1.99,19,5.57,1.41,4.16,4,33,5,8,2,NA,NA,30,NA,42,NA,1,NA,NA,NA,NA,NA,2,2019
275,Palmeiras,6,Nulo,5,ata,Luiz Adriano,72772,34,-0.3,2.97,10,5.61,-1.37,6.98,NA,14,1,4,12,3,3,9,NA,1,NA,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,34,0,2.2,1,5.84,0,5.84,NA,1,NA,NA,3,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,34,4,3.22,13,10.46,0.82,9.64,1,17,NA,NA,3,NA,NA,22,NA,15,5,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,34,0.2,3.54,30,11.8,-0.4,12.200000000000001,10,36,5,16,59,NA,3,68,NA,40,8,3,NA,NA,NA,NA,1,NA,2019
341,CSA,7,Provável,6,tec,Argel Fucks,73317,34,3.14,2.69,25,6.78,0.49,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,34,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,34,2,4.85,27,12.22,-0.3,12.520000000000001,1,12,14,21,18,5,NA,107,NA,29,9,1,NA,NA,NA,NA,NA,1,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,34,0,1.58,11,3.04,0,3.04,NA,12,1,3,18,1,4,14,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,34,0,1.76,9,1.89,0,1.89,3,7,6,6,4,NA,NA,22,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,34,20.2,4.63,20,14.85,3.15,11.7,2,28,15,25,38,7,10,33,1,9,NA,1,1,NA,NA,NA,1,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,34,0,2.02,13,7.6,0,7.6,NA,12,8,5,15,1,3,10,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,34,5.86,3.94,13,7.97,0.74,7.2299999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,34,0,2,1,2.69,0,2.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,34,0,0.45,6,2.18,0,2.18,1,6,2,3,4,NA,NA,7,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,34,0.6,3.64,30,7.86,0.21,7.65,5,43,4,10,24,1,1,35,NA,36,12,1,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,34,3,3.16,20,13.05,0.47,12.58,3,38,10,12,11,3,6,16,NA,14,NA,3,NA,NA,NA,NA,3,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,34,8.9,2.63,16,4.42,1.09,3.33,4,28,3,2,12,1,NA,20,NA,34,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,34,0,0.42,5,3.33,0,3.33,NA,3,NA,NA,3,NA,NA,3,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,34,0,4.21,25,9.67,0,9.67,3,27,4,15,10,2,1,24,NA,23,12,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jean Cléber,73858,34,4.7,1.58,21,3.61,0.87,2.7399999999999998,5,25,3,6,15,NA,NA,26,NA,25,NA,2,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,34,0,2.18,15,4.78,0,4.78,2,17,5,13,32,1,NA,9,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,34,0,2.64,14,4.69,0,4.69,4,14,1,1,10,NA,2,10,NA,16,4,1,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,34,2.4,4.54,27,9.13,-0.98,10.110000000000001,4,NA,NA,NA,5,NA,NA,16,NA,NA,9,NA,NA,50,NA,31,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,34,-3.1,1.37,23,9.05,-0.67,9.72,4,27,10,12,26,NA,1,33,NA,17,NA,1,1,NA,NA,NA,1,NA,2019
277,Santos,7,Provável,4,mei,Alison,73974,34,4,3.03,19,5.51,-0.69,6.199999999999999,7,34,NA,8,20,NA,NA,21,NA,49,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,4,mei,Matheus Barbosa,74069,34,-5.3,1.44,18,2.65,-1.09,3.74,1,18,4,8,13,NA,1,39,NA,21,NA,1,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,34,0,0.39,14,0.78,0,0.78,4,17,2,4,17,1,7,17,NA,9,NA,NA,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,34,0,2.15,2,4.01,0,4.01,1,2,NA,2,NA,NA,NA,6,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,3,zag,Yago,77500,34,0,1.27,13,2.95,0,2.95,3,9,NA,1,2,NA,1,11,NA,6,4,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,3,Suspenso,4,mei,Guerra,74213,34,-3.9,0.83,17,2.69,-0.82,3.51,6,18,3,5,8,1,1,20,NA,8,NA,2,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,34,3.9,3.17,27,6.92,-0.05,6.97,3,12,11,6,67,2,3,48,NA,24,NA,2,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,34,1.7,4.63,10,7.22,-0.03,7.25,1,11,3,8,2,4,NA,19,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Madson,78077,34,7.6,4.74,24,7.68,0.44,7.239999999999999,2,22,5,4,32,4,1,45,NA,27,8,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,34,0,1.9,5,3.3,0,3.3,1,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,7,NA,5,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,34,0,0.98,5,3.83,0,3.83,1,8,NA,NA,3,NA,NA,9,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Pedro Castro,78840,34,0,2.52,26,5.51,0,5.51,1,31,8,11,34,1,1,58,1,39,NA,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,7,Provável,5,ata,Everaldo,78117,34,9.4,4.86,31,17.06,-0.37,17.43,8,67,26,46,50,13,2,74,1,15,NA,1,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,34,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Ramiro,78715,34,1.1,0.76,17,8.41,-0.14,8.55,1,32,1,9,13,NA,NA,23,NA,12,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,34,0,-0.29,10,3.59,0,3.59,3,5,4,6,NA,NA,2,9,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,34,0,1.2,1,4.73,0,4.73,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,34,-0.3,5.84,31,14.24,-0.22,14.46,6,44,9,23,36,5,1,65,1,54,12,1,NA,NA,NA,NA,2,NA,2019
277,Santos,3,Suspenso,3,zag,Gustavo Henrique,78248,34,-2.3,2.65,29,5.93,-0.41,6.34,9,35,4,7,17,3,1,47,NA,19,13,NA,2,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,4,mei,Thiago Santos,78855,34,6,2.22,14,6.01,0.8,5.21,5,37,1,2,14,1,1,14,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,34,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,34,0,1.4,1,7.12,0,7.12,1,2,NA,NA,1,NA,NA,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,5,ata,Vitinho,78435,34,0,3.83,21,8.82,0,8.82,1,25,10,21,16,4,3,33,NA,15,NA,3,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,34,0,2.07,24,3.77,0,3.77,5,40,5,7,15,NA,2,30,NA,37,NA,3,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,34,0,4.47,21,8.7,0,8.7,2,21,2,2,8,NA,NA,62,NA,36,11,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,34,0,-0.5,1,2.23,0,2.23,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,2019
277,Santos,2,Dúvida,3,zag,Luiz Felipe,79035,34,0,3.35,7,5.49,0,5.49,1,2,NA,NA,5,NA,NA,2,NA,3,4,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,34,0,1.6,6,2.43,0,2.43,NA,7,NA,2,11,NA,NA,10,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,34,-0.8,5.59,27,13.71,-1.89,15.600000000000001,7,33,4,4,30,NA,NA,41,NA,82,9,NA,NA,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,34,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,34,0,3.93,30,13.33,0,13.33,2,44,7,14,20,2,1,59,NA,57,NA,6,NA,NA,NA,NA,2,1,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,34,4.65,4,34,11.88,0.32,11.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,34,2.2,3.56,30,7.48,0.16,7.32,1,29,16,25,9,1,1,85,NA,45,NA,6,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,34,-0.3,2.65,12,5.61,-0.2,5.8100000000000005,3,20,1,1,7,NA,NA,19,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,34,0,1.84,24,7.13,0,7.13,2,21,9,11,28,1,NA,44,NA,15,NA,1,NA,NA,NA,NA,1,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,34,-5.3,5.63,33,12.78,-1.72,14.5,NA,NA,NA,NA,9,NA,NA,8,NA,1,14,NA,NA,59,1,36,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,34,0,1,2,1.76,0,1.76,NA,1,NA,1,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Sassá,79578,34,-0.5,1.85,22,5.7,-1.16,6.86,1,25,8,9,23,3,3,9,NA,6,NA,NA,1,NA,NA,NA,1,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,34,0,1.6,13,3.78,0,3.78,2,12,1,4,18,NA,NA,12,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Lucas Fonseca,80189,34,0,2.59,33,6.52,0,6.52,2,8,2,5,11,NA,NA,58,NA,16,14,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,2,Dúvida,3,zag,Antônio Carlos ,79702,34,0,2.16,7,6.13,0,6.13,2,7,NA,NA,2,NA,NA,8,NA,6,3,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,34,0,2.27,6,3.25,0,3.25,3,7,NA,2,1,NA,NA,10,NA,6,3,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Brenner,80080,34,0,0.61,14,3.77,0,3.77,4,27,3,7,22,2,7,17,NA,3,NA,NA,1,NA,NA,NA,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Edinho,80193,34,0.5,2.09,25,7.16,-0.26,7.42,1,12,7,16,41,2,2,29,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Danilo Avelar,72142,34,1.5,4.38,23,8.36,-1.6,9.959999999999999,6,33,8,5,27,1,1,39,NA,34,11,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,34,6.4,4.71,33,11.97,0.86,11.110000000000001,1,NA,NA,NA,9,NA,NA,29,NA,NA,13,NA,NA,49,NA,25,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,34,-1.8,3.8,18,5.38,-0.48,5.859999999999999,3,20,1,1,18,1,4,37,NA,29,5,2,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,34,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,34,7.7,3.27,20,3.8,-1.37,5.17,NA,8,NA,4,6,3,NA,64,NA,19,4,2,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,34,2.2,2.93,32,8.59,-0.3,8.89,5,32,11,10,55,3,NA,99,NA,48,NA,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,34,0,3,2,6.78,0,6.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,34,-2.3,3.81,28,8.1,-0.12,8.219999999999999,1,1,NA,NA,9,NA,NA,43,NA,NA,12,NA,NA,33,1,24,NA,NA,2019
265,Bahia,5,Contundido,2,lat,Giovanni,72097,34,0,3.59,10,6.01,0,6.01,1,7,NA,1,3,NA,NA,18,NA,13,5,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,3,Suspenso,3,zag,Luiz Otávio,72359,34,8.9,3.39,23,10.44,1.64,8.799999999999999,6,30,3,3,13,2,NA,26,NA,33,6,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,3,Suspenso,4,mei,Rodrigo Lindoso,72362,34,-2.8,5.08,24,9.4,-1.31,10.71,3,34,6,12,24,4,1,37,NA,53,NA,2,NA,NA,NA,NA,2,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,34,2.23,3.41,28,7.29,0.05,7.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,34,0,2.04,12,3.15,0,3.15,1,7,1,NA,4,NA,NA,29,NA,17,1,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,34,4.7,2.82,28,8.71,-0.01,8.72,4,1,NA,NA,1,NA,NA,36,NA,NA,5,NA,NA,46,1,36,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,34,-0.5,2.35,32,6.18,-0.85,7.029999999999999,8,49,5,5,35,1,3,38,NA,60,NA,NA,NA,NA,NA,NA,1,NA,2019
315,Chapecoense,7,Provável,4,mei,Gustavo Campanharo,72497,34,2.7,3.68,22,6.01,0.54,5.47,NA,34,4,11,34,1,NA,34,NA,43,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Matheus Galdezani,82634,34,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Lucas Lima,80583,34,4.3,1.58,17,4.94,0.48,4.460000000000001,3,18,5,3,16,1,NA,25,NA,10,NA,3,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,34,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Igor Fernandes,82635,34,0.4,2.8,26,4.55,0,4.55,5,29,4,6,22,NA,3,53,NA,36,8,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,34,2.7,2.8,17,7.05,0.2,6.85,1,12,5,4,7,NA,4,9,NA,15,5,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,5,Contundido,4,mei,Renatinho,80395,34,0,0.91,8,2.11,0,2.11,1,4,4,4,7,NA,1,9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Luan,80692,34,0,3.45,12,8.78,0,8.78,1,13,3,3,10,NA,NA,15,NA,19,3,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Michel,80664,34,0,2.31,10,4,0,4,1,15,NA,NA,10,1,NA,13,NA,9,3,NA,1,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,34,0.5,2.27,6,3.23,0.04,3.19,NA,3,NA,1,3,1,NA,4,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,34,0,0.38,5,2.86,0,2.86,1,NA,1,1,4,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,5,ata,Di Santo,80748,34,0.8,1.59,16,6.08,-0.86,6.94,2,24,7,6,12,3,9,13,1,7,NA,NA,NA,NA,NA,NA,NA,NA,2019
