clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,DD,DP,FS,GS,PE,SG,CV,FC,FD,FF,RB,A,G,I,FT,PP,GC,ano
315,Chapecoense,2,Dúvida,3,zag,Hiago,97535,36,2.4,0.78,5,1.76,0.5,1.26,NA,NA,NA,NA,NA,3,1,1,4,NA,1,4,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Tomás Andrade,97619,36,0,0.69,10,3.82,0,3.82,NA,NA,NA,4,NA,19,NA,NA,10,3,5,2,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Matheus Alessandro,97527,36,0,0.67,7,2.09,0,2.09,NA,NA,NA,5,NA,2,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Rafael,97902,36,0,-1.2,1,0.73,0,0.73,1,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Fessin,97994,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Erick,98022,36,3.2,1.48,13,2.08,0.32,1.76,1,NA,NA,6,NA,17,NA,NA,19,5,3,11,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Léo Griggio,98106,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,5,ata,Dalberto,97995,36,-3.3,0.03,8,1.29,-0.52,1.81,2,NA,NA,1,NA,7,NA,NA,9,3,1,4,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Varela,97993,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,2,lat,Rafael Santos,97907,36,0,1.65,2,0.9,0,0.9,1,NA,NA,NA,NA,3,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Jaderson,98224,36,0,0,1,0.76,0,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Gabriel Lima,98400,36,0,0.45,4,2.25,-0.09,2.34,NA,NA,NA,3,NA,1,NA,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Bruno Guimarães,98352,36,0,3.86,23,12.31,0,12.31,3,NA,NA,62,NA,81,NA,NA,38,9,15,37,2,2,NA,1,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Gabriel Batista,98333,36,0,-2,1,2.77,0,2.77,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Ronei,98419,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,Tiepo,98412,36,0,3.38,24,12.62,0,12.62,2,39,4,3,38,16,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Kendy,98421,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,3,zag,Kanu,98484,36,0,0.33,3,0.89,0,0.89,NA,NA,NA,1,NA,5,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,4,mei,Lucas Bessa,98494,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Natan,98497,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,6,tec,Dyego Coelho,98499,36,2.71,4.32,6,11.92,-0.72,12.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vinícius,98496,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Pedrinho,98706,36,3.4,5.11,26,12.03,-0.15,12.18,NA,NA,NA,46,NA,74,NA,NA,14,19,23,26,4,5,2,NA,NA,NA,2019
314,Avaí,6,Nulo,5,ata,Lourenço,99032,36,0.9,2.33,26,4.7,0,4.7,2,NA,NA,33,NA,62,NA,NA,26,13,13,25,3,NA,4,1,NA,NA,2019
266,Fluminense,7,Provável,4,mei,Caio Henrique,98569,36,0.4,2.25,32,5.85,-0.14,5.989999999999999,1,NA,NA,24,NA,68,NA,NA,37,3,6,52,2,1,7,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lucas Silva,98515,36,0,0.44,9,1.48,0,1.48,NA,NA,NA,5,NA,2,NA,NA,3,1,1,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,5,ata,Madson,99048,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Lincoln,100065,36,0,3.04,10,4.57,0,4.57,1,NA,NA,8,NA,8,NA,NA,3,4,5,2,1,2,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Mariano Vázquez,98760,36,0,1.9,6,3.43,0,3.43,1,NA,NA,12,NA,5,NA,NA,11,2,NA,8,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,5,ata,Pedrinho,100103,36,0,0.44,5,0.9,0,0.9,NA,NA,NA,1,NA,1,NA,NA,4,2,2,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Igor Gomes,100084,36,2.9,1.61,25,2.21,0.47,1.74,3,NA,NA,25,NA,31,NA,NA,20,8,8,11,1,2,1,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Lucas Venuto,100290,36,0,-0.13,4,1.79,0,1.79,NA,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Igor Cássio,99661,36,0,1.74,12,1.4,0,1.4,1,NA,NA,5,NA,11,NA,NA,9,3,4,4,NA,2,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Felipe Pires,100289,36,0,2.35,11,3.93,0,3.93,NA,NA,NA,15,NA,13,NA,NA,7,2,6,4,1,1,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Thuler,100125,36,0,1.66,12,3.29,0,3.29,2,NA,NA,4,NA,10,5,NA,12,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Bustamante,100425,36,0,1.4,17,2.4,0.01,2.39,1,NA,NA,12,NA,18,NA,NA,35,4,9,12,1,1,1,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Caio,99460,36,0,1.6,3,1.25,0,1.25,NA,3,NA,NA,4,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,3,Suspenso,5,ata,Michael,99392,36,4.4,4.91,33,9.38,-0.56,9.940000000000001,6,NA,NA,46,NA,75,NA,1,35,24,31,31,5,9,14,2,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Jean,99459,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Diego,99430,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Wesley,99462,36,-3.4,-1.06,8,0.79,-0.57,1.3599999999999999,2,NA,NA,3,NA,13,NA,1,8,NA,3,3,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Marquinhos,98765,36,11.3,3.34,11,3.31,1.9,1.4100000000000001,NA,NA,NA,9,NA,14,NA,NA,13,7,5,5,3,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Mascarenhas,99721,36,0,-2.3,1,1.75,0,1.75,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Richard Franco,99802,36,-1.5,2.64,25,5.04,-0.08,5.12,5,NA,NA,36,NA,74,NA,NA,57,8,23,49,NA,1,1,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Lucas Hernández,98822,36,0,-0.62,4,1.97,0,1.97,2,NA,NA,6,NA,10,NA,NA,10,1,1,3,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Diego Torres,98794,36,0,2.25,11,4.03,0,4.03,NA,NA,NA,5,NA,15,NA,NA,3,2,9,7,NA,1,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Brenner,99789,36,0,2.3,6,3.14,0,3.14,NA,NA,NA,4,NA,6,NA,NA,2,2,4,4,NA,NA,NA,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Luan Pereira,99900,36,0,0.95,16,2.42,0,2.42,4,NA,NA,15,NA,15,NA,NA,14,2,4,11,1,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ricardo,99881,36,0,2.95,16,7.13,0,7.13,2,NA,NA,8,NA,25,3,NA,14,1,4,26,NA,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Chará,99891,36,0,4.21,18,11.57,0,11.57,NA,NA,NA,25,NA,49,NA,NA,9,11,12,20,1,3,4,1,NA,NA,2019
283,Cruzeiro,6,Nulo,5,ata,Ezequiel,99915,36,0.5,1.72,12,4.06,-0.53,4.59,NA,NA,NA,13,NA,8,NA,NA,5,2,2,6,NA,NA,NA,2,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Jean Pyerre,98832,36,0,5.61,10,10.48,0,10.48,NA,NA,NA,11,NA,23,NA,NA,10,4,7,12,2,3,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Lucas Campos,99903,36,0,1.39,9,1.68,0,1.68,2,NA,NA,10,NA,6,NA,NA,10,2,3,9,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,4,mei,Patrick,99918,36,0,1.34,16,2.26,0,2.26,1,NA,NA,12,NA,8,NA,NA,3,3,1,6,NA,1,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Rickson,100002,36,0,0.43,6,1.4,0,1.4,1,NA,NA,7,NA,4,NA,NA,3,NA,1,2,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Cláudio Vitor,98888,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Hugo Souza,101574,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Joelson,101512,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Robson Bambu,101579,36,-3.4,2.47,8,3.63,-1.28,4.91,2,NA,NA,3,NA,15,5,NA,14,1,2,4,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Pepê,101573,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Hugo Moura,101594,36,0,0.3,1,2.97,0,2.97,1,NA,NA,NA,NA,3,NA,NA,1,NA,NA,2,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,3,zag,Matheus Dantas,101592,36,0,-0.6,1,1.25,0,1.25,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Lucas Lourenço,101580,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Carlos Miguel,104084,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Caio,101601,36,0,-2.5,1,1.07,0,1.07,1,NA,NA,NA,NA,1,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Evanilson,101606,36,0,2.7,1,2.15,0,2.15,NA,NA,NA,1,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,5,ata,Vitor Gabriel,101596,36,0,7.2,1,2.86,0,2.86,NA,NA,NA,1,NA,NA,NA,NA,2,1,NA,1,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Ramon,101597,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Ulisses,101647,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Ricardo Verza,101679,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,2,lat,Felipe Jonatan,101708,36,7.7,3.94,25,10.27,1.42,8.85,NA,NA,NA,13,NA,33,10,NA,13,7,7,19,NA,2,1,NA,NA,NA,2019
282,Atlético-MG,5,Contundido,5,ata,Alerrandro,101715,36,0,5.15,10,6.27,0,6.27,NA,NA,NA,9,NA,8,NA,NA,5,6,9,8,1,2,3,2,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Bruninho,101716,36,0,3.1,12,2.34,0,2.34,NA,NA,NA,7,NA,12,NA,NA,9,8,9,6,NA,2,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,3,zag,Xandão,101626,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,5,ata,Marrony,101717,36,2.7,3.24,30,11.58,-0.72,12.3,6,NA,NA,56,NA,38,NA,1,50,13,25,37,3,2,5,1,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucas Barcelos,101622,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,3,zag,Diego,101728,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,1,gol,João Pedro Borges,101721,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,3,zag,Miranda,101720,36,0,0.7,1,2.57,0,2.57,NA,NA,NA,1,NA,1,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Fabinho,101729,36,0,-0.5,1,0.77,0,0.77,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,3,Suspenso,5,ata,Gonzalo Carneiro,101796,36,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Rafael França,101719,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Ruan,100842,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Carlos Augusto,101803,36,0.2,2.48,12,4.65,-0.69,5.34,1,NA,NA,8,NA,17,3,NA,9,NA,3,8,NA,1,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Lucas Paes,101837,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Guilherme Castilho,101798,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Felipe Sousa,101861,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Iury,101846,36,0,2.94,10,6.43,0,6.43,1,NA,NA,10,NA,30,4,NA,14,NA,3,10,1,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Toró,101885,36,0,2.18,15,4.99,0,4.99,1,NA,NA,20,NA,28,NA,1,19,3,10,11,1,2,3,NA,NA,NA,2019
293,Athlético-PR,3,Suspenso,5,ata,Vitinho,101960,36,-5.8,3.16,14,1.87,-3.39,5.26,NA,NA,NA,8,NA,10,NA,1,16,7,8,7,3,2,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,5,ata,Braian Romero,101997,36,2.2,2.67,15,4.62,0.63,3.99,2,NA,NA,16,NA,16,NA,NA,22,3,6,14,1,2,3,1,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Igor Goularte,101889,36,0,1.35,7,2.32,0,2.32,NA,NA,NA,4,NA,3,NA,NA,3,1,2,5,NA,NA,1,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gabriel Calabres,101911,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Vitor Eudes,102137,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Papagaio,102302,36,0,0.16,9,1.21,0,1.21,1,NA,NA,6,NA,4,NA,NA,7,1,3,3,NA,NA,1,NA,NA,NA,2019
293,Athlético-PR,5,Contundido,4,mei,Bruno Leite,102301,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Lucas Halter,102253,36,0,1.61,9,3.09,0,3.09,1,NA,NA,2,NA,8,1,NA,5,2,3,7,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,3,zag,Cacá,102340,36,0.9,2.84,18,2.93,-0.17,3.1,4,NA,NA,11,NA,9,6,NA,14,1,2,15,NA,1,NA,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Marcinho,102380,36,-0.3,-0.3,1,0.79,-0.21,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Gabriel,102290,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Caio Paulista,102318,36,-0.1,2.72,25,3.97,-1.09,5.0600000000000005,1,NA,NA,34,NA,46,NA,NA,28,9,25,34,NA,NA,2,NA,NA,NA,2019
341,CSA,6,Nulo,3,zag,Vital,102452,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Kaio,102563,36,0,0.68,12,1.25,0,1.25,NA,NA,NA,4,NA,8,NA,NA,10,2,4,2,1,NA,NA,NA,NA,NA,2019
276,São Paulo,6,Nulo,5,ata,Helinho,102598,36,-0.3,-0.24,7,2.6,0.04,2.56,1,NA,NA,6,NA,9,NA,NA,6,1,1,1,NA,NA,1,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Miguel Figueira,102565,36,0,0.5,1,0.86,0,0.86,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Thiaguinho,102599,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,Yago Darub,102686,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,5,ata,Dudu,102581,36,0,-0.17,3,1.15,0,1.15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,2,lat,Hulk,102700,36,0,2.5,1,2.75,0,2.75,NA,NA,NA,NA,NA,5,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,1,gol,Fernando Castro,102609,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Moresche,102719,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Dudu,102852,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,4,mei,Rodrigo Fernandes,102771,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Anderson,102906,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Terans,102878,36,0,0.23,3,3.51,0,3.51,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,NA,NA,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Romarinho Gouveia,102891,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Zé Ricardo,102911,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Matheus Teixeira,102907,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Rhuan,102958,36,3.8,2.89,8,1.77,-1.21,2.98,1,NA,NA,17,NA,12,NA,NA,5,3,7,4,NA,1,1,NA,NA,NA,2019
315,Chapecoense,5,Contundido,4,mei,Yann Rolim,102892,36,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Vini Locatelli,102998,36,0,2.07,9,1.55,0,1.55,NA,NA,NA,8,NA,7,NA,NA,6,4,3,5,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Régis,102999,36,0,1.3,13,3.34,0,3.34,1,NA,NA,5,NA,15,NA,NA,12,4,11,12,NA,NA,3,NA,NA,NA,2019
284,Grêmio,6,Nulo,3,zag,Antonini,103069,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,César,102912,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Mateus Gonçalves,103076,36,6.8,2.11,22,4.32,1.26,3.0600000000000005,2,NA,NA,9,NA,23,NA,NA,12,2,8,9,1,4,1,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Éderson,103099,36,-0.5,2.65,19,2.72,-0.09,2.81,4,NA,NA,28,NA,35,NA,NA,32,5,11,25,NA,2,1,1,NA,NA,2019
276,São Paulo,7,Provável,4,mei,Luan,102909,36,0.2,0.88,21,3,0.36,2.64,4,NA,NA,8,NA,28,NA,NA,29,2,3,27,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,1,gol,Andrew,103183,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,4,mei,Tharlis,102997,36,0,1.7,2,2.84,0,2.84,NA,NA,NA,1,NA,2,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Kaio Jorge,103445,36,0.2,0.23,3,0.79,0.01,0.78,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,4,mei,Yuri ,103446,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Antony,103455,36,2.6,4.64,27,11.98,-1.3,13.280000000000001,3,NA,NA,73,NA,96,NA,1,26,23,18,30,5,3,1,2,NA,NA,2019
264,Corinthians,6,Nulo,3,zag,Bruno Méndez,103700,36,0,0.88,6,4.1,0,4.1,3,NA,NA,2,NA,14,1,NA,5,NA,NA,8,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,5,ata,Marcos Paulo,103645,36,9.5,4.65,21,6.45,-0.51,6.96,NA,NA,NA,19,NA,33,NA,NA,13,6,15,24,3,4,1,1,NA,NA,2019
276,São Paulo,6,Nulo,1,gol,Júnior,103662,36,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Kaique Rocha,103684,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
