clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,CA,DD,DP,FS,GS,PE,SG,CV,FC,FD,FF,RB,A,G,I,FT,PP,GC,ano
263,Botafogo,6,Nulo,5,ata,Rodrigo Pimpão,68901,36,0,0.65,19,1.84,0,1.84,6,NA,NA,6,NA,40,NA,NA,28,6,9,13,3,NA,3,NA,NA,NA,2019
290,Goiás,7,Provável,3,zag,Fábio Sanches,71604,36,1.5,2.96,22,4.26,0.52,3.7399999999999998,3,NA,NA,20,NA,19,6,NA,17,3,5,20,NA,1,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,36,2.9,2.74,31,6.54,0.19,6.35,5,NA,NA,55,NA,56,NA,NA,32,11,14,9,1,7,10,2,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Gum,68887,36,0,1.56,20,5.21,0,5.21,1,NA,NA,14,NA,45,4,2,11,7,7,13,NA,1,2,NA,NA,1,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,36,0,2.73,3,3.99,0,3.99,NA,5,NA,1,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,36,0,1.49,17,4.01,0.07,3.94,5,NA,NA,15,NA,16,1,NA,14,2,4,12,NA,1,NA,1,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,36,0.7,3.88,25,10.68,-0.8,11.48,4,NA,NA,3,NA,12,9,NA,11,2,8,30,1,1,4,1,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,36,3,5.19,29,18.19,0.58,17.610000000000003,4,NA,NA,111,NA,86,NA,NA,28,26,28,13,4,6,8,2,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Giovanni Augusto,68938,36,0,1.76,12,4.32,0,4.32,1,NA,NA,15,NA,37,NA,1,16,6,8,14,1,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Kieza,68930,36,-0.6,1.2,22,3.35,0,3.35,2,NA,NA,25,NA,3,NA,NA,27,10,8,5,NA,1,3,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,36,0.7,1.52,32,5.25,-0.56,5.8100000000000005,9,NA,NA,7,NA,48,10,NA,30,2,3,29,NA,NA,1,NA,NA,1,2019
283,Cruzeiro,3,Suspenso,4,mei,Marquinhos Gabriel,68954,36,0.1,1.43,27,3.78,0.11,3.67,3,NA,NA,19,NA,29,NA,NA,13,5,9,17,2,NA,2,1,NA,NA,2019
341,CSA,7,Provável,3,zag,Ronaldo Alves,68950,36,0,1.68,6,4.15,0,4.15,1,NA,NA,5,NA,4,1,NA,9,NA,6,7,NA,NA,NA,NA,NA,1,2019
341,CSA,7,Provável,4,mei,João Vitor,68987,36,4.7,2.09,19,5.84,1.48,4.359999999999999,5,NA,NA,13,NA,29,NA,1,40,1,3,49,NA,NA,1,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Marinho,68952,36,7.4,5.46,27,9.67,-1.14,10.81,10,NA,NA,78,NA,42,NA,1,41,20,24,30,4,7,7,2,NA,NA,2019
315,Chapecoense,5,Contundido,3,zag,Neto,69008,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,1,gol,João Carlos,69010,36,0,1.5,11,0.78,0,0.78,1,18,NA,1,17,5,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,5,ata,Marcelo Cirino,69022,36,0,4.24,28,8.92,0,8.92,NA,NA,NA,27,NA,37,NA,NA,21,8,18,17,2,9,7,1,1,NA,2019
314,Avaí,7,Provável,1,gol,Vladimir,69040,36,-2,3.9,33,6.88,-0.25,7.13,3,63,NA,3,47,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,1,gol,Santos,69012,36,5,4.99,26,8.87,-0.28,9.149999999999999,1,35,2,6,20,21,11,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,6,tec,Jorge Sampaoli,70800,36,5.97,4.68,36,13.71,1.12,12.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Manoel,69014,36,1.7,3.65,28,10.76,-0.45,11.209999999999999,1,NA,NA,13,NA,39,13,NA,28,2,9,31,NA,1,1,NA,NA,1,2019
266,Fluminense,5,Contundido,1,gol,Muriel,69041,36,0,5.13,20,6.82,0,6.82,1,37,NA,6,21,6,7,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Paulo Roberto,69047,36,0,0.68,4,3.66,0,3.66,NA,NA,NA,7,NA,7,NA,NA,5,NA,1,2,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,1,gol,Danilo Fernandes,69051,36,0,6.14,5,6.1,0,6.1,NA,12,NA,NA,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,5,ata,Ricardo Bueno,69141,36,3,3.51,27,14.36,0.33,14.03,5,NA,NA,50,NA,35,NA,NA,33,12,16,15,2,7,16,1,1,NA,2019
356,Fortaleza,5,Contundido,3,zag,Jackson,70934,36,0,1.43,12,4.96,0,4.96,2,NA,NA,11,NA,21,3,NA,10,1,3,6,NA,NA,1,NA,NA,NA,2019
276,São Paulo,7,Provável,5,ata,Pablo,69138,36,0.2,2.63,12,12,-0.55,12.55,3,NA,NA,11,NA,11,NA,NA,25,5,13,3,1,3,10,1,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Wescley,70925,36,0,0.26,14,3.49,0,3.49,2,NA,NA,7,NA,14,NA,NA,13,3,1,8,NA,NA,3,NA,NA,NA,2019
275,Palmeiras,7,Provável,2,lat,Diogo Barbosa,70916,36,-1,4.72,26,12.97,-0.49,13.46,2,NA,NA,24,NA,35,9,NA,38,3,5,58,1,NA,1,NA,NA,NA,2019
275,Palmeiras,7,Provável,4,mei,Bruno Henrique,70944,36,1.4,4.1,27,11.42,-1.69,13.11,2,NA,NA,24,NA,59,NA,NA,48,8,21,36,1,7,NA,1,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Augusto,71042,36,0,2.3,13,4.2,0,4.2,NA,NA,NA,15,NA,20,NA,NA,27,9,4,13,2,NA,3,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Bryan Ruíz,71019,36,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,4,mei,Léo Cittadini,70986,36,0.8,5.09,21,7.46,0.12,7.34,2,NA,NA,26,NA,19,NA,NA,18,15,10,33,1,4,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,6,tec,Jorge Jesus,71224,36,4.5,5.53,26,15.46,-0.08,15.540000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,1,gol,Leo,71043,36,0,2.15,6,3.63,0,3.63,1,8,NA,1,7,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,3,Suspenso,4,mei,Guarín,71233,36,4.3,3.39,10,8.65,0.41,8.24,3,NA,NA,11,NA,24,NA,NA,11,4,8,8,NA,3,NA,NA,NA,NA,2019
267,Vasco,7,Provável,1,gol,Fernando Miguel,71571,36,6,4.52,26,9.07,-0.41,9.48,2,40,NA,4,24,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Felipe Baxola,71113,36,0.9,1.81,22,4.32,-0.69,5.01,2,NA,NA,6,NA,43,NA,NA,14,7,9,16,2,1,NA,1,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Vinícius,71162,36,0,2.68,21,4.52,0,4.52,2,NA,NA,20,NA,64,NA,1,10,12,14,15,2,2,1,2,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Lucho González,71479,36,2,0.6,16,4.47,0.29,4.18,1,NA,NA,4,NA,23,NA,NA,17,2,7,6,NA,1,NA,NA,NA,NA,2019
315,Chapecoense,2,Dúvida,2,lat,Roberto,71116,36,2.6,4.1,15,4.75,-0.47,5.22,2,NA,NA,32,NA,23,3,NA,22,6,19,17,1,NA,1,NA,NA,NA,2019
275,Palmeiras,7,Provável,1,gol,Weverton,71631,36,0,3.49,25,11.81,0,11.81,3,31,1,3,23,7,8,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,5,Contundido,4,mei,Elton,71719,36,0,1.71,9,5.22,0,5.22,1,NA,NA,NA,NA,15,NA,NA,19,1,4,18,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Geovane,71667,36,0,0.22,16,2.2,0,2.2,5,NA,NA,9,NA,35,NA,NA,39,1,8,21,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Raúl Cáceres,71680,36,0,-0.28,6,1.51,0,1.51,1,NA,NA,1,NA,8,1,NA,13,1,NA,2,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,5,Contundido,3,zag,Gustavo Gómez,71684,36,0,3.8,18,12.16,0,12.16,6,NA,NA,16,NA,19,6,1,19,4,3,25,NA,2,2,1,NA,NA,2019
266,Fluminense,6,Nulo,1,gol,Agenor,71724,36,0,2.37,6,3.05,0,3.05,NA,9,NA,3,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,1,gol,Diogo Silva,71882,36,1,3.29,35,10.24,0.1,10.14,2,50,NA,13,37,15,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,4,mei,Michel,71920,36,6.3,2.12,21,5.53,1.08,4.45,5,NA,NA,3,NA,32,NA,NA,35,6,10,47,1,NA,1,NA,NA,2,2019
354,Ceará,6,Nulo,4,mei,Juninho Quixadá,71787,36,0,1.4,6,3.59,0,3.59,NA,NA,NA,5,NA,5,NA,NA,3,1,4,1,NA,NA,NA,1,NA,NA,2019
354,Ceará,7,Provável,4,mei,Thiago Galhardo,71844,36,4.5,4.93,32,12.25,-0.38,12.63,4,NA,NA,47,NA,81,NA,NA,34,24,30,27,1,11,9,2,1,NA,2019
266,Fluminense,6,Nulo,5,ata,Wellington Nem,73619,36,0,2.18,15,4.78,0,4.78,2,NA,NA,32,NA,9,NA,NA,17,5,13,5,NA,1,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Júnior Urso,71829,36,0.5,2.65,23,6.74,-1.87,8.61,4,NA,NA,25,NA,36,NA,NA,33,12,11,30,NA,2,1,NA,NA,NA,2019
356,Fortaleza,7,Provável,4,mei,Juninho,71937,36,4.9,3.09,31,7.73,0.77,6.960000000000001,5,NA,NA,27,NA,75,NA,NA,56,11,22,42,6,3,NA,NA,NA,1,2019
276,São Paulo,7,Provável,1,gol,Tiago Volpi,72018,36,-3,4.66,35,10.74,-2.07,12.81,1,52,NA,9,28,30,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Amaral,72071,36,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,2,lat,Bruno Cortez,72079,36,7,3.67,20,6.86,1.58,5.28,4,NA,NA,21,NA,42,6,NA,22,1,1,31,2,1,4,NA,NA,NA,2019
265,Bahia,5,Contundido,2,lat,Giovanni,72097,36,0,3.59,10,6.01,0,6.01,1,NA,NA,3,NA,18,5,NA,7,NA,1,13,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,1,gol,Éverson,72294,36,8,3.79,30,9.87,1.63,8.239999999999998,1,35,1,9,26,43,13,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,2,lat,Danilo Avelar,72142,36,0,4.41,24,8.96,0,8.96,6,NA,NA,27,NA,39,12,NA,33,8,5,34,NA,1,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,1,gol,Jailson,72290,36,6,4,3,6.89,0.11,6.779999999999999,NA,8,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,3,zag,Bruno Alves,73620,36,2.9,3.8,32,8.51,-0.89,9.4,5,NA,NA,26,NA,38,13,NA,45,6,10,40,1,1,1,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Rodrigo Lindoso,72362,36,-1,4.84,25,9.68,0.28,9.4,4,NA,NA,24,NA,41,NA,NA,35,7,12,54,2,4,1,2,NA,NA,2019
354,Ceará,7,Provável,3,zag,Luiz Otávio,72359,36,4.5,3.44,24,9.94,-0.5,10.44,7,NA,NA,17,NA,26,6,NA,30,3,3,36,1,2,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,1,gol,Felipe Alves,72372,36,3.1,2.87,30,8.66,0,8.66,4,50,1,1,38,39,5,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,6,tec,Argel Fucks,73317,36,3.51,2.83,27,7.1,-0.18,7.279999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,4,mei,Marcos Vinícius,73721,36,0,0.42,5,3.33,0,3.33,NA,NA,NA,3,NA,3,NA,NA,3,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,4,mei,João Paulo,72168,36,-1.1,2.94,34,8.25,-1.21,9.46,5,NA,NA,56,NA,110,NA,NA,35,11,11,51,2,3,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Marco Ruben,73741,36,1.2,3.07,21,12.86,-0.19,13.049999999999999,3,NA,NA,11,NA,18,NA,NA,41,11,14,15,3,3,8,3,NA,NA,2019
290,Goiás,7,Provável,4,mei,Gilberto,73789,36,6.2,2.76,18,4.2,0.88,3.3200000000000003,4,NA,NA,14,NA,25,NA,NA,29,4,2,39,NA,1,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,3,zag,Rodrigo Caio,73800,36,0.1,3.86,27,8.83,0.27,8.56,4,NA,NA,12,NA,27,12,NA,30,4,16,24,NA,2,1,NA,NA,NA,2019
276,São Paulo,7,Provável,6,tec,Fernando Diniz,72391,36,0.25,3.39,30,7.15,-0.8,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,4,mei,Jean Cléber,73858,36,0.4,1.42,23,2.95,0.21,2.74,5,NA,NA,16,NA,30,NA,NA,26,3,7,25,2,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Juanfran,72620,36,-1,2.9,15,9.74,-0.54,10.280000000000001,2,NA,NA,4,NA,23,6,NA,23,NA,NA,16,2,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,2,lat,Celsinho,72494,36,0,2.04,12,3.15,0,3.15,1,NA,NA,4,NA,29,1,NA,7,1,NA,17,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,4,mei,Gustavo Campanharo,72497,36,-0.3,3.43,24,5.6,-0.24,5.84,NA,NA,NA,35,NA,35,NA,NA,35,4,11,44,1,1,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Alison,73974,36,2,3,21,5.35,-0.13,5.4799999999999995,8,NA,NA,22,NA,23,NA,NA,38,NA,8,55,1,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Vitor Hugo,72605,36,3.5,2.72,19,7.3,0.57,6.7299999999999995,1,NA,NA,7,NA,12,5,NA,14,5,6,18,NA,NA,4,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,36,3.4,2.61,34,6.9,0.38,6.5200000000000005,2,NA,NA,11,NA,59,14,NA,9,3,5,18,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Rodinei,73992,36,-1,2.29,16,3.08,-0.25,3.33,4,NA,NA,10,NA,11,4,NA,17,1,1,17,1,NA,2,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Geuvânio,73896,36,0,1.37,23,9.05,0,9.05,4,NA,NA,26,NA,33,NA,1,27,10,12,17,1,NA,1,1,NA,NA,2019
263,Botafogo,7,Provável,1,gol,Gatito Fernández,74061,36,6.7,4.73,29,10.15,0.03,10.120000000000001,4,54,NA,5,32,17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Renê Júnior,73281,36,0,2.2,1,5.84,0,5.84,NA,NA,NA,3,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Matheus Barbosa,74069,36,0,1.44,18,2.65,0,2.65,1,NA,NA,13,NA,39,NA,1,18,4,8,21,1,NA,1,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Luiz Adriano,72772,36,-1.1,2.55,12,5.51,-0.47,5.9799999999999995,NA,NA,NA,15,NA,11,NA,NA,17,2,5,1,1,3,4,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Samuel Xavier,73384,36,0,3.38,31,11.48,0,11.48,10,NA,NA,59,NA,71,8,1,39,5,16,44,3,NA,3,1,NA,NA,2019
265,Bahia,7,Provável,4,mei,Élber,74140,36,5.7,3.52,29,7.58,-0.6,8.18,3,NA,NA,70,NA,52,NA,NA,12,14,8,26,2,3,3,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Éderson,73446,36,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,36,10.1,5.17,22,13.84,0.21,13.629999999999999,2,NA,NA,41,NA,37,NA,1,37,20,29,9,1,9,10,1,1,NA,2019
290,Goiás,7,Provável,3,zag,Rafael Vaz,73421,36,6.5,4.77,29,13.12,1.08,12.04,2,NA,NA,20,NA,115,9,NA,13,15,25,34,1,5,1,NA,NA,1,2019
265,Bahia,7,Provável,4,mei,Guerra,74213,36,0,0.83,17,2.69,0,2.69,6,NA,NA,8,NA,20,NA,NA,18,3,5,8,2,1,1,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,36,0,2.15,2,4.01,0,4.01,1,NA,NA,NA,NA,6,NA,NA,2,NA,2,5,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,3,zag,Luccas Claro,73465,36,-1.2,-1.2,1,2.14,-0.86,3,1,NA,NA,2,NA,4,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,6,tec,Marcão,73476,36,1.85,3.84,15,7.57,-0.32,7.890000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Derlis González,75372,36,-0.3,0.34,16,0.79,-0.04,0.8300000000000001,5,NA,NA,24,NA,20,NA,1,21,2,5,10,NA,1,9,NA,NA,NA,2019
293,Athlético-PR,2,Dúvida,2,lat,Madson,78077,36,11.5,5.01,25,8.6,0.92,7.68,2,NA,NA,33,NA,45,8,NA,22,5,4,29,1,5,1,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Julinho,73501,36,0,1.76,9,1.89,0,1.89,3,NA,NA,4,NA,22,NA,NA,7,6,6,14,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,3,zag,Lucão,84554,36,0,1.2,1,1.85,0,1.85,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,36,0,1.9,5,3.3,0,3.3,1,7,NA,1,5,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,5,ata,William Pottker,77809,36,0,4.63,10,7.22,0,7.22,1,NA,NA,2,NA,19,NA,NA,11,3,8,11,NA,4,NA,NA,NA,NA,2019
341,CSA,6,Nulo,5,ata,Maranhão,73513,36,0,1.58,11,3.04,0,3.04,NA,NA,NA,18,NA,14,NA,NA,12,1,3,6,NA,1,4,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,36,0,0.98,5,3.83,0,3.83,1,NA,NA,3,NA,9,NA,NA,8,NA,NA,10,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Glédson,73533,36,0,2,1,2.69,0,2.69,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,36,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,5,ata,Everaldo,78117,36,0,4.78,32,15.97,0,15.97,8,NA,NA,50,NA,75,NA,NA,69,27,49,15,1,13,2,1,1,NA,2019
265,Bahia,5,Contundido,5,ata,Rogério,73540,36,0,2.02,13,7.6,0,7.6,NA,NA,NA,15,NA,10,NA,NA,12,8,5,5,NA,1,3,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,36,0,-0.29,10,3.59,0,3.59,3,NA,NA,NA,NA,9,NA,NA,5,4,6,1,NA,NA,2,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,36,3.7,2.68,30,6.95,1.02,5.93,9,NA,NA,18,NA,53,14,2,35,4,7,19,NA,3,1,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,36,1.5,2.26,14,5.91,0.57,5.34,3,NA,NA,8,NA,24,NA,NA,23,1,2,33,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,3,Suspenso,5,ata,Vitinho,78435,36,4.3,4.02,23,9.44,-0.37,9.809999999999999,3,NA,NA,19,NA,36,NA,NA,30,12,23,19,3,5,3,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,36,4,5.36,35,14.29,1.16,13.129999999999999,NA,61,1,9,38,9,14,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Nenê Bonilha,73608,36,0,0.45,6,2.18,0,2.18,1,NA,NA,4,NA,7,NA,NA,6,2,3,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,2,Dúvida,3,zag,Eduardo Brock,78654,36,0,2.36,7,3.85,0,3.85,3,NA,NA,2,NA,12,3,NA,7,NA,2,8,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Alex Amado,78475,36,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,36,0,0.76,17,8.41,0,8.41,1,NA,NA,13,NA,23,NA,NA,32,1,9,12,1,NA,NA,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,36,0,4.59,22,9.08,0,9.08,2,NA,NA,8,NA,63,11,NA,21,2,2,41,2,NA,NA,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,36,1.2,5.81,33,14.75,-1.08,15.83,7,NA,NA,38,NA,69,13,NA,48,10,26,58,1,5,1,2,1,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,36,0,-0.5,1,2.23,0,2.23,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,36,0.2,3.78,32,12.9,-0.31,13.21,2,NA,NA,20,NA,62,NA,NA,48,7,14,59,6,2,1,3,NA,1,2019
354,Ceará,6,Nulo,1,gol,Richard,78851,36,0,1.2,1,4.73,0,4.73,NA,1,NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Pedro Castro,78840,36,0,2.52,26,5.51,0,5.51,1,NA,NA,34,NA,58,NA,NA,31,8,11,39,NA,1,1,1,1,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,36,0,1.68,25,6.76,0,6.76,3,NA,NA,30,NA,46,NA,NA,22,9,11,15,1,1,NA,1,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,36,0,1.99,15,4.85,0,4.85,5,NA,NA,15,NA,15,NA,NA,40,1,2,31,NA,1,1,NA,NA,NA,2019
314,Avaí,6,Nulo,2,lat,Paulinho,78512,36,0,1.6,6,2.43,0,2.43,NA,NA,NA,11,NA,10,NA,NA,7,NA,2,6,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,36,0,1.4,1,7.12,0,7.12,1,NA,NA,1,NA,2,NA,NA,2,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,36,0.5,3.38,32,7.28,0.04,7.24,1,NA,NA,9,NA,88,NA,NA,31,16,27,46,6,1,1,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,36,0,3.02,8,5.58,0,5.58,1,NA,NA,5,NA,3,4,NA,3,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,36,0,1.6,13,3.78,0,3.78,2,NA,NA,18,NA,12,NA,NA,12,1,4,14,NA,NA,NA,NA,NA,NA,2019
341,CSA,5,Contundido,4,mei,Naldo,78897,36,0,2.07,24,3.77,0,3.77,5,NA,NA,15,NA,30,NA,NA,40,5,7,37,3,NA,2,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,36,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,36,16.4,4.73,24,9.78,2.68,7.1,6,NA,NA,31,NA,53,NA,NA,29,15,17,24,4,7,5,1,1,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,36,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,36,0,1,2,1.76,0,1.76,NA,NA,NA,4,NA,1,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,36,10.6,5.98,29,16,0.19,15.81,7,NA,NA,36,NA,44,10,NA,35,5,4,90,NA,NA,NA,2,NA,NA,2019
