clube_id,clube,status_id,status,posicao_id,posicao,apelido,atleta_id,rodada_id,pontos_num,media_num,jogos_num,preco_num,variacao_num,preco_num_anterior,FC,FF,PE,RB,FD,FS,SG,DD,DP,GS,A,CA,G,FT,I,CV,PP,GC,ano
315,Chapecoense,7,Provável,3,zag,Gum,68887,13,0.7,2.14,13,6.65,-0.69,7.34,7,5,24,6,3,10,2,NA,NA,NA,NA,NA,1,NA,2,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Claudio Winck,74074,13,0,2.15,2,4.01,0,4.01,2,2,6,5,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Paolo Guerrero,75295,13,0,6.33,6,14.5,0,14.5,7,5,10,4,5,11,NA,NA,NA,NA,NA,1,3,1,4,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Wellington Silva,68895,13,2.8,2.22,5,5.28,0.07,5.21,NA,3,13,3,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Ramon,68896,13,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,2,Dúvida,4,mei,Élber,74140,13,0,2.3,7,5.14,-0.26,5.3999999999999995,2,2,9,8,1,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Rodrigo Pimpão,68901,13,3.8,1.11,11,2.49,0.58,1.9100000000000001,14,7,25,10,3,2,NA,NA,NA,NA,2,4,NA,NA,1,NA,NA,NA,2019
277,Santos,7,Provável,5,ata,Derlis González,75372,13,-1.2,0.07,6,0.77,-1.93,2.7,9,1,7,4,1,9,NA,NA,NA,NA,NA,3,1,NA,5,1,NA,NA,2019
290,Goiás,7,Provável,3,zag,Yago,77500,13,-0.8,1.56,12,3.29,-0.9,4.19,8,NA,11,6,NA,2,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,7,Provável,5,ata,Diego Souza,68911,13,4.2,2.28,12,5.79,-0.47,6.26,16,5,23,3,4,19,NA,NA,NA,NA,1,1,2,1,5,NA,NA,NA,2019
263,Botafogo,7,Provável,6,tec,Eduardo Barroca,77774,13,6.25,3.28,13,8.81,0.68,8.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,5,ata,Dudu,68920,13,1,5.06,8,16.97,-0.64,17.61,4,15,22,2,3,31,NA,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Uribe,78415,13,-2.5,-1.08,5,4.02,-0.27,4.289999999999999,4,2,3,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,2019
293,Athlético-PR,7,Provável,2,lat,Madson,78077,13,0,4.37,6,6.76,0,6.76,8,NA,11,8,NA,7,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,5,ata,Copete,77959,13,0,0.3,1,4.56,0,4.56,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Jean Mota,78548,13,0,2.55,11,8.12,0,8.12,12,4,19,6,3,16,NA,NA,NA,NA,1,NA,1,1,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Auremir,77570,13,0,1.8,3,4.23,0,4.23,6,NA,7,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,5,ata,Everaldo,78117,13,4.9,6.09,13,17.28,0.62,16.66,29,19,32,5,13,21,NA,NA,NA,NA,1,3,7,NA,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,1,gol,César,78086,13,0,4.62,4,6.1,0,6.1,NA,NA,NA,NA,NA,1,1,7,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,William Pottker,77809,13,0,1.47,3,6.16,-1.04,7.2,2,2,3,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,7,Provável,3,zag,Gustavo Henrique,78248,13,7.1,3.62,11,7.47,0.84,6.63,11,2,14,10,2,5,6,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,2019
315,Chapecoense,5,Contundido,1,gol,Vagner,78151,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,2,lat,Fábio Santos,38229,13,3.9,3.58,10,10.64,-0.09,10.73,8,1,13,6,NA,10,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2019
263,Botafogo,5,Contundido,5,ata,Biro Biro,80949,13,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Tiago Alves,51495,13,0,3.18,5,6.87,0,6.87,3,1,8,4,NA,1,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,2019
262,Flamengo,6,Nulo,2,lat,Renê,78445,13,-0.8,3.64,8,6.83,-0.81,7.640000000000001,4,1,23,14,1,4,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,7,Provável,4,mei,Willian Arão,78478,13,1,3.88,11,12.51,-0.07,12.58,17,6,24,23,3,5,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Romero,79109,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,5,ata,Alex Amado,78475,13,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,1,gol,Marcos,78495,13,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,3,zag,Roger Carvalho,51415,13,-1.3,0.66,10,3.53,-0.49,4.02,5,2,20,5,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Vitinho,78435,13,0,4.2,8,9.17,0,9.17,10,8,15,6,6,9,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,3,zag,Víctor Cuesta,79113,13,0,5.88,10,14.17,0,14.17,8,NA,14,32,NA,10,4,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,2,lat,Paulinho,78512,13,0,1.07,3,2.31,0,2.31,6,1,7,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,3,zag,Emerson Santos,86972,13,0,3.71,7,4.52,0,4.52,7,NA,19,11,1,2,3,NA,NA,NA,NA,3,1,NA,1,NA,NA,NA,2019
354,Ceará,6,Nulo,5,ata,Romário Rodrigues,79336,13,0,1,2,1.76,0,1.76,1,1,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Ricardinho,78577,13,6.3,3.43,12,6.82,0.89,5.930000000000001,16,9,30,14,10,4,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,1,gol,Douglas Friedrich,78584,13,7.7,8.28,12,14.06,0.16,13.9,NA,NA,4,1,NA,4,7,25,1,10,NA,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,4,mei,Gabriel,78605,13,2.5,3.4,4,6.21,-0.65,6.86,7,NA,3,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Eduardo Brock,78654,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,5,ata,Sassá,79578,13,3,2.38,9,6.61,0.59,6.0200000000000005,5,2,3,1,6,8,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,3,zag,Antônio Carlos ,79702,13,0,2.45,6,6.25,0,6.25,6,NA,6,5,NA,2,3,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,5,ata,Brenner,80080,13,-1,0.35,6,3.83,-0.03,3.86,17,4,10,1,2,11,NA,NA,NA,NA,NA,4,1,1,4,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Ramiro,78715,13,0,1.95,7,10.95,0,10.95,10,2,9,8,1,7,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,6,tec,Roger Machado ,79437,13,7.31,4.55,13,11.77,0.76,11.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Fabiano,79887,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,4,mei,Jadson,80129,13,0,1.88,8,3.89,0,3.89,6,2,6,8,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,5,ata,Lucão,83199,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,7,Provável,3,zag,Lucas Fonseca,80189,13,7.3,3.04,13,6.75,0.72,6.03,4,1,28,7,1,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,4,mei,Edinho,80193,13,-0.3,2.7,8,7.35,-0.12,7.47,4,7,11,3,4,13,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Thiago Santos,78855,13,0,1.77,6,5.21,-0.47,5.68,15,1,3,12,1,3,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2019
276,São Paulo,7,Provável,2,lat,Reinaldo,78850,13,0,6.21,12,16.09,0,16.09,14,5,21,19,4,13,5,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,4,mei,Yago Pikachu,80196,13,5.6,3.19,13,10.25,1.08,9.17,4,6,24,12,2,23,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,2019
354,Ceará,5,Contundido,1,gol,Richard,78851,13,0,1.2,1,4.73,0,4.73,NA,NA,1,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Rodrigo Dourado,78865,13,0,1.4,1,7.12,0,7.12,2,NA,2,3,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,7,Provável,5,ata,Luciano,80287,13,0,4.33,6,6.83,0,6.83,12,7,16,7,6,8,NA,NA,NA,NA,1,3,2,NA,3,NA,1,NA,2019
341,CSA,5,Contundido,1,gol,Alexandre Cajuru,80276,13,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luiz Felipe,79035,13,0,6.75,2,7.11,0,7.11,NA,NA,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,6,Nulo,4,mei,Naldo,78897,13,0.2,1.4,11,3.08,0.06,3.02,15,4,19,18,2,5,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,2019
266,Fluminense,6,Nulo,2,lat,Gilberto ,80313,13,0,1.96,9,6.24,0,6.24,12,3,32,14,2,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,3,Suspenso,4,mei,Moisés Ribeiro,78991,13,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
265,Bahia,6,Nulo,2,lat,Ezequiel ,80318,13,0,1.28,4,3.3,0,3.3,11,NA,8,1,NA,2,3,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,2019
265,Bahia,2,Dúvida,5,ata,Arthur Caíke,80337,13,0,2.77,9,9.15,0,9.15,9,10,18,1,4,5,NA,NA,NA,NA,1,NA,2,1,2,1,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Ariel Cabral,80363,13,5.8,1.32,8,3.79,0.79,3,8,4,16,11,1,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,4,mei,Fabinho,80393,13,0.6,1.85,12,5.75,-0.31,6.06,19,2,13,24,NA,12,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Lucas Lima,80583,13,0,1.3,4,5.08,0,5.08,8,1,6,3,1,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,7,Provável,2,lat,Michel,80664,13,0,1.93,3,2.43,0,2.43,3,NA,4,3,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,5,Contundido,1,gol,Matheus Inácio,80394,13,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,2,lat,Mayke,81150,13,0,0,0,10,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Renatinho,80395,13,0,0.92,5,2.56,0,2.56,3,3,4,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Di Santo,80748,13,0,0,0,8,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,7,Provável,3,zag,Luan,80692,13,0.8,5,3,9.34,-1.45,10.79,4,1,4,5,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,7,Provável,3,zag,Oswaldo Henríquez,81241,13,5.1,2.75,6,3.89,1.07,2.8200000000000003,3,NA,9,6,1,3,2,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,2019
277,Santos,7,Provável,4,mei,Carlos Sánchez,81677,13,24.1,6.54,12,16.7,3.1,13.6,17,10,45,12,9,20,NA,NA,NA,NA,3,1,5,2,3,NA,1,NA,2019
284,Grêmio,3,Suspenso,4,mei,Alisson,81845,13,6.4,4.23,7,7.5,0.64,6.86,7,3,12,10,4,11,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,7,Provável,4,mei,Cazares,81682,13,1.7,6,7,10.65,-1.19,11.84,6,7,26,4,11,2,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,5,ata,Clayton,81770,13,0,0.6,1,3.92,0,3.92,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
315,Chapecoense,6,Nulo,1,gol,João Ricardo,81881,13,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Jair,81091,13,1.9,3.44,7,6.71,-0.44,7.15,11,1,9,14,NA,13,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,4,mei,Bruno Nazário,81776,13,0,2.23,6,2.97,0,2.97,4,2,9,2,5,9,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
266,Fluminense,7,Provável,2,lat,Igor Julião,81951,13,5,2.04,7,3.9,0.68,3.2199999999999998,11,1,5,10,NA,5,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
275,Palmeiras,6,Nulo,5,ata,Henrique Dourado,81905,13,0,0,0,6,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,4,mei,Cueva,82411,13,0,1.25,4,6.83,0,6.83,2,NA,10,5,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Chico,82407,13,0,0.75,4,4.27,0,4.27,11,NA,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
284,Grêmio,6,Nulo,2,lat,Leonardo,86973,13,-0.3,2.7,9,5.41,-0.95,6.36,9,3,18,7,4,1,4,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
267,Vasco,5,Contundido,5,ata,Rossi,81798,13,0,1.16,9,3.62,0,3.62,15,7,24,6,5,12,NA,NA,NA,NA,1,3,NA,NA,1,NA,NA,NA,2019
275,Palmeiras,6,Nulo,4,mei,Zé Rafael,82455,13,-2.1,2.63,7,8.8,-1.22,10.020000000000001,16,2,10,9,4,18,NA,NA,NA,NA,1,2,NA,NA,1,NA,NA,NA,2019
290,Goiás,7,Provável,1,gol,Tadeu,82453,13,-9,5.57,12,12.08,-2.63,14.71,NA,NA,9,NA,NA,3,4,27,1,20,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,4,mei,Gegê,82474,13,0,3.53,6,3.82,0,3.82,9,3,6,11,3,4,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,2,lat,Tinga,82628,13,0.5,0.75,6,0.96,-0.68,1.6400000000000001,5,2,22,4,NA,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
264,Corinthians,6,Nulo,4,mei,Régis,82647,13,0,2.1,2,4.02,0,4.02,NA,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
263,Botafogo,6,Nulo,5,ata,Victor Rangel,82653,13,0,-0.52,4,1.68,0.07,1.6099999999999999,7,NA,2,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,2,lat,Marcelo Hermes,82639,13,0,-1.1,1,3.14,0,3.14,2,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,3,Suspenso,2,lat,Igor Fernandes,82635,13,-1,3,10,3.64,-0.37,4.01,13,2,14,18,NA,8,3,NA,NA,NA,NA,3,NA,NA,2,NA,NA,NA,2019
285,Internacional,5,Contundido,4,mei,Matheus Galdezani,82634,13,0,0,0,5,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Alan Costa,82613,13,8,3.8,4,5.07,1.43,3.6400000000000006,2,NA,10,6,1,2,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
266,Fluminense,6,Nulo,4,mei,Léo Artur,82644,13,0,0.57,7,1.76,0,1.76,1,1,3,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,4,mei,Otero,83004,13,0,4.55,2,8.37,0,8.37,3,4,4,NA,3,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,5,Contundido,5,ata,Daniel Amorim,82880,13,0,1.5,8,5.23,0,5.23,5,4,6,NA,3,9,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,2019
290,Goiás,5,Contundido,1,gol,Marcelo Rangel,82730,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,2,lat,Matheus Ribeiro,82943,13,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,2,lat,Cristovam,82930,13,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
262,Flamengo,5,Contundido,5,ata,Gabriel,83257,13,0,9.8,10,19.12,0,19.12,9,13,22,5,11,10,NA,NA,NA,NA,2,3,9,NA,6,NA,NA,NA,2019
265,Bahia,6,Nulo,4,mei,Yuri,83263,13,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
267,Vasco,6,Nulo,5,ata,Vinícius Araújo,82767,13,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Guilherme Parede,83438,13,0,1.91,8,4.23,0,4.23,8,4,7,4,1,14,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,2019
267,Vasco,6,Nulo,2,lat,Danilo Barcelos,84382,13,0,2.34,8,5,0,5,17,2,19,9,4,5,1,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,2019
341,CSA,6,Nulo,2,lat,Rafinha,83681,13,0,2.95,2,3.92,0,3.92,2,NA,2,4,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,4,mei,Patrick,83433,13,0,3.48,5,8.11,0,8.11,4,1,7,8,1,5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,2019
282,Atlético-MG,6,Nulo,3,zag,Leonardo Silva,68925,13,0,0.42,4,4.32,0,4.32,1,NA,1,3,NA,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,4,mei,Fernando Sobral,84428,13,1.5,2.11,12,5.28,0.13,5.15,14,5,22,20,2,10,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,3,zag,Léo Pereira,83528,13,0,3.38,10,9.54,0,9.54,11,2,28,11,3,5,4,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,2019
356,Fortaleza,5,Contundido,2,lat,Diego Tavares,83869,13,0,0,0,3,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,6,Nulo,1,gol,Rafael,68928,13,0,2.73,3,3.99,0,3.99,NA,NA,1,NA,NA,1,1,5,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,2019
285,Internacional,6,Nulo,5,ata,Neilton,83772,13,0,3.13,3,6.31,0,6.31,1,2,8,4,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,7,Provável,3,zag,Valdo,84509,13,1.3,3.72,9,4.39,-0.05,4.4399999999999995,7,1,9,13,2,8,2,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,2019
285,Internacional,7,Provável,5,ata,Nico López,84709,13,0,2.99,8,15.29,0,15.29,10,10,17,11,5,7,NA,NA,NA,NA,NA,2,NA,2,4,NA,NA,NA,2019
356,Fortaleza,7,Provável,5,ata,Romarinho,84523,13,3.4,2.78,11,5.05,0.17,4.88,9,1,19,11,NA,26,NA,NA,NA,NA,1,1,1,NA,1,NA,NA,NA,2019
356,Fortaleza,6,Nulo,5,ata,Kieza,68930,13,-1,0.97,10,3.56,-0.41,3.97,9,5,2,NA,4,13,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2019
314,Avaí,7,Provável,4,mei,Pedro Castro,78840,13,2.1,2.28,13,4.55,-0.02,4.569999999999999,19,8,29,19,5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
354,Ceará,6,Nulo,3,zag,Charles,84187,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,2,Dúvida,4,mei,Giovanni Augusto,68938,13,1.8,1.68,11,4.08,-0.09,4.17,14,7,34,13,5,13,NA,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Jean Carlos,84253,13,0,0,0,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
277,Santos,6,Nulo,3,zag,Luan Peres ,84847,13,0,0,0,4,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,6,Nulo,1,gol,Max Walef,84338,13,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
341,CSA,7,Provável,3,zag,Luciano Castán,68942,13,7.8,2.35,11,6.42,0.78,5.64,10,1,23,14,NA,2,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,6,Nulo,2,lat,Abner Felipe,84860,13,0,8.4,2,6.3,0,6.3,6,NA,9,4,NA,3,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2019
356,Fortaleza,7,Provável,2,lat,Bruno Melo,84339,13,0,0.4,1,3.09,0,3.09,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,6,Nulo,1,gol,Lucas Frigeri,84854,13,0,11.7,1,6.17,0,6.17,NA,NA,1,NA,NA,NA,NA,6,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,2019
290,Goiás,6,Nulo,4,mei,Rafinha,84381,13,0,0.2,1,3.07,0,3.07,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
314,Avaí,7,Provável,6,tec,Alberto Valentim,84863,13,2.06,3.01,4,6.08,-0.38,6.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
293,Athlético-PR,7,Provável,5,ata,Braian Romero,101997,13,0,4.8,5,5.73,0,5.73,13,4,9,8,NA,9,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,2019
264,Corinthians,7,Provável,3,zag,Gil,68923,13,-3,1,4,8.08,-1.14,9.22,3,3,3,1,NA,1,1,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,2019
314,Avaí,5,Contundido,2,lat,Alex Silva,84861,13,0,1.7,1,4.35,0,4.35,2,1,1,1,1,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2019
283,Cruzeiro,7,Provável,4,mei,Marquinhos Gabriel,68954,13,0.2,0.52,7,3.26,-0.17,3.4299999999999997,1,NA,8,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2019
